student_id,subject,internal_marks,midterm_marks,final_exam_marks,total_marks,grade
STU00381,Computer Networks,23,29,22,74,B
STU00381,Database Management,22,26,30,78,B
STU00381,Machine Learning,36,22,29,87,A
STU00381,Operating Systems,22,26,21,69,C
STU00382,Big Data Analytics,39,28,30,97,A
STU00382,Computer Networks,21,28,21,70,B
STU00382,Database Management,27,30,21,78,B
STU00382,Machine Learning,39,15,20,74,B
STU00382,Operating Systems,34,27,26,87,A
STU00383,Big Data Analytics,20,21,27,68,C
STU00383,Computer Networks,26,30,30,86,A
STU00383,Database Management,30,19,20,69,C
STU00383,Machine Learning,35,19,26,80,B
STU00383,Operating Systems,28,27,21,76,B
STU00384,Big Data Analytics,24,16,26,66,C
STU00384,Computer Networks,38,30,30,98,A
STU00384,Database Management,32,25,28,85,A
STU00384,Machine Learning,32,29,29,90,A
STU00384,Operating Systems,37,23,25,85,A
STU00385,Big Data Analytics,27,27,22,76,B
STU00385,Computer Networks,24,27,30,81,B
STU00385,Database Management,32,28,27,87,A
STU00385,Machine Learning,32,19,23,74,B
STU00385,Operating Systems,34,26,28,88,A
STU00386,Big Data Analytics,36,15,27,78,B
STU00386,Computer Networks,30,15,26,71,B
STU00386,Database Management,28,18,21,67,C
STU00386,Machine Learning,26,20,30,76,B
STU00386,Operating Systems,36,28,29,93,A
STU00387,Big Data Analytics,38,16,30,84,B
STU00387,Computer Networks,21,15,26,62,C
STU00387,Database Management,34,18,22,74,B
STU00387,Machine Learning,25,16,23,64,C
STU00387,Operating Systems,25,27,27,79,B
STU00388,Big Data Analytics,26,26,30,82,B
STU00388,Computer Networks,36,16,27,79,B
STU00388,Database Management,26,23,20,69,C
STU00388,Machine Learning,24,27,22,73,B
STU00388,Operating Systems,39,20,23,82,B
STU00389,Big Data Analytics,33,28,26,87,A
STU00389,Computer Networks,23,22,23,68,C
STU00389,Database Management,36,27,20,83,B
STU00389,Machine Learning,27,18,27,72,B
STU00389,Operating Systems,30,30,29,89,A
STU00390,Big Data Analytics,29,21,26,76,B
STU00390,Computer Networks,37,17,30,84,B
STU00390,Database Management,32,24,26,82,B
STU00390,Machine Learning,40,21,23,84,B
STU00390,Operating Systems,20,25,29,74,B
STU00391,Big Data Analytics,22,18,23,63,C
STU00391,Computer Networks,38,27,22,87,A
STU00391,Database Management,30,30,28,88,A
STU00391,Machine Learning,21,18,25,64,C
STU00391,Operating Systems,36,27,25,88,A
STU00392,Big Data Analytics,32,29,25,86,A
STU00392,Computer Networks,40,21,26,87,A
STU00392,Database Management,29,15,28,72,B
STU00392,Machine Learning,27,16,28,71,B
STU00392,Operating Systems,23,28,21,72,B
STU00393,Big Data Analytics,34,19,21,74,B
STU00393,Computer Networks,24,26,29,79,B
STU00393,Database Management,21,26,23,70,B
STU00393,Machine Learning,21,30,29,80,B
STU00393,Operating Systems,22,16,23,61,C
STU00394,Big Data Analytics,27,30,29,86,A
STU00394,Computer Networks,26,20,22,68,C
STU00394,Database Management,35,20,27,82,B
STU00394,Machine Learning,28,20,25,73,B
STU00394,Operating Systems,30,15,30,75,B
STU00395,Big Data Analytics,30,19,21,70,B
STU00395,Computer Networks,31,21,24,76,B
STU00395,Database Management,28,20,21,69,C
STU00395,Machine Learning,25,28,25,78,B
STU00395,Operating Systems,40,16,27,83,B
STU00396,Big Data Analytics,31,22,29,82,B
STU00396,Computer Networks,34,30,24,88,A
STU00396,Database Management,31,30,21,82,B
STU00396,Machine Learning,40,20,26,86,A
STU00396,Operating Systems,30,15,24,69,C
STU00397,Big Data Analytics,33,30,27,90,A
STU00397,Computer Networks,20,24,27,71,B
STU00397,Database Management,25,19,25,69,C
STU00397,Machine Learning,32,22,23,77,B
STU00397,Operating Systems,28,18,29,75,B
STU00398,Big Data Analytics,37,28,23,88,A
STU00398,Computer Networks,28,17,29,74,B
STU00398,Database Management,29,17,22,68,C
STU00398,Machine Learning,22,24,24,70,B
STU00398,Operating Systems,38,26,25,89,A
STU00399,Big Data Analytics,40,24,20,84,B
STU00399,Computer Networks,20,26,22,68,C
STU00399,Database Management,32,28,23,83,B
STU00399,Machine Learning,25,15,27,67,C
STU00399,Operating Systems,30,29,26,85,A
STU00400,Big Data Analytics,21,29,21,71,B
STU00400,Computer Networks,39,17,26,82,B
STU00400,Database Management,38,20,30,88,A
STU00400,Machine Learning,33,21,24,78,B
STU00400,Operating Systems,22,18,23,63,C
STU00401,Big Data Analytics,29,22,26,77,B
STU00401,Computer Networks,35,21,21,77,B
STU00401,Database Management,28,19,29,76,B
STU00401,Machine Learning,30,24,29,83,B
STU00401,Operating Systems,24,28,20,72,B
STU00402,Big Data Analytics,36,20,25,81,B
STU00402,Computer Networks,24,20,23,67,C
STU00402,Database Management,30,28,28,86,A
STU00402,Machine Learning,20,27,30,77,B
STU00402,Operating Systems,38,28,22,88,A
STU00403,Big Data Analytics,28,23,29,80,B
STU00403,Computer Networks,33,19,21,73,B
STU00403,Database Management,35,28,28,91,A
STU00403,Machine Learning,22,25,29,76,B
STU00403,Operating Systems,37,20,24,81,B
STU00404,Big Data Analytics,25,16,25,66,C
STU00404,Computer Networks,29,17,20,66,C
STU00404,Database Management,23,23,27,73,B
STU00404,Machine Learning,28,30,25,83,B
STU00404,Operating Systems,21,16,30,67,C
STU00405,Big Data Analytics,39,28,27,94,A
STU00405,Computer Networks,31,30,22,83,B
STU00405,Database Management,26,16,22,64,C
STU00405,Machine Learning,31,29,30,90,A
STU00405,Operating Systems,28,26,25,79,B
STU00406,Big Data Analytics,28,24,20,72,B
STU00406,Computer Networks,36,15,23,74,B
STU00406,Database Management,39,18,22,79,B
STU00406,Machine Learning,22,27,26,75,B
STU00406,Operating Systems,28,19,29,76,B
STU00407,Big Data Analytics,26,21,21,68,C
STU00407,Computer Networks,24,21,25,70,B
STU00407,Database Management,21,16,29,66,C
STU00407,Machine Learning,29,17,25,71,B
STU00407,Operating Systems,38,26,20,84,B
STU00408,Big Data Analytics,31,28,23,82,B
STU00408,Computer Networks,32,20,22,74,B
STU00408,Database Management,23,18,20,61,C
STU00408,Machine Learning,20,26,28,74,B
STU00408,Operating Systems,37,28,25,90,A
STU00409,Big Data Analytics,38,24,20,82,B
STU00409,Computer Networks,29,30,23,82,B
STU00409,Database Management,25,20,21,66,C
STU00409,Machine Learning,36,30,23,89,A
STU00409,Operating Systems,27,25,30,82,B
STU00410,Big Data Analytics,37,28,29,94,A
STU00410,Computer Networks,37,16,23,76,B
STU00410,Database Management,31,21,20,72,B
STU00410,Machine Learning,30,24,20,74,B
STU00410,Operating Systems,22,20,30,72,B
STU00411,Big Data Analytics,30,21,20,71,B
STU00411,Computer Networks,40,15,24,79,B
STU00411,Database Management,37,15,23,75,B
STU00411,Machine Learning,20,30,23,73,B
STU00411,Operating Systems,30,23,28,81,B
STU00412,Big Data Analytics,35,20,24,79,B
STU00412,Computer Networks,24,21,27,72,B
STU00412,Database Management,31,17,25,73,B
STU00412,Machine Learning,33,26,25,84,B
STU00412,Operating Systems,28,19,22,69,C
STU00413,Big Data Analytics,30,15,24,69,C
STU00413,Computer Networks,24,25,22,71,B
STU00413,Database Management,30,27,29,86,A
STU00413,Machine Learning,34,16,24,74,B
STU00413,Operating Systems,22,18,23,63,C
STU00414,Big Data Analytics,26,21,29,76,B
STU00414,Computer Networks,20,20,26,66,C
STU00414,Database Management,22,21,20,63,C
STU00414,Machine Learning,39,25,26,90,A
STU00414,Operating Systems,33,22,22,77,B
STU00415,Big Data Analytics,21,21,20,62,C
STU00415,Computer Networks,29,19,22,70,B
STU00415,Database Management,27,20,26,73,B
STU00415,Machine Learning,23,17,26,66,C
STU00415,Operating Systems,24,28,29,81,B
STU00416,Big Data Analytics,27,28,28,83,B
STU00416,Computer Networks,29,25,28,82,B
STU00416,Database Management,34,25,27,86,A
STU00416,Machine Learning,26,17,22,65,C
STU00416,Operating Systems,36,30,30,96,A
STU00417,Big Data Analytics,38,19,23,80,B
STU00417,Computer Networks,32,17,20,69,C
STU00417,Database Management,37,29,26,92,A
STU00417,Machine Learning,24,30,25,79,B
STU00417,Operating Systems,22,21,23,66,C
STU00418,Big Data Analytics,39,22,21,82,B
STU00418,Computer Networks,28,25,30,83,B
STU00418,Database Management,32,28,27,87,A
STU00418,Machine Learning,27,25,23,75,B
STU00418,Operating Systems,34,28,20,82,B
STU00419,Big Data Analytics,26,15,26,67,C
STU00419,Computer Networks,21,25,20,66,C
STU00419,Database Management,39,18,20,77,B
STU00419,Machine Learning,40,29,26,95,A
STU00419,Operating Systems,22,20,21,63,C
STU00420,Big Data Analytics,26,17,28,71,B
STU00420,Computer Networks,24,22,28,74,B
STU00420,Database Management,32,23,20,75,B
STU00420,Machine Learning,37,23,28,88,A
STU00420,Operating Systems,24,20,29,73,B
STU00421,Big Data Analytics,23,18,21,62,C
STU00421,Computer Networks,26,22,30,78,B
STU00421,Database Management,33,23,23,79,B
STU00421,Machine Learning,24,26,20,70,B
STU00421,Operating Systems,24,18,29,71,B
STU00422,Big Data Analytics,22,24,26,72,B
STU00422,Computer Networks,40,21,30,91,A
STU00422,Database Management,32,24,20,76,B
STU00422,Machine Learning,35,15,22,72,B
STU00422,Operating Systems,34,16,29,79,B
STU00423,Big Data Analytics,36,24,29,89,A
STU00423,Computer Networks,29,16,24,69,C
STU00423,Database Management,21,27,29,77,B
STU00423,Machine Learning,32,22,20,74,B
STU00423,Operating Systems,23,26,29,78,B
STU00424,Big Data Analytics,25,27,25,77,B
STU00424,Computer Networks,24,25,29,78,B
STU00424,Database Management,36,27,29,92,A
STU00424,Machine Learning,23,23,20,66,C
STU00424,Operating Systems,35,28,25,88,A
STU00425,Big Data Analytics,20,21,21,62,C
STU00425,Computer Networks,36,22,29,87,A
STU00425,Database Management,27,26,24,77,B
STU00425,Machine Learning,37,17,28,82,B
STU00425,Operating Systems,32,16,22,70,B
STU00426,Big Data Analytics,39,25,29,93,A
STU00426,Computer Networks,38,19,23,80,B
STU00426,Database Management,34,27,20,81,B
STU00426,Machine Learning,28,22,29,79,B
STU00426,Operating Systems,22,25,29,76,B
STU00427,Big Data Analytics,20,15,27,62,C
STU00427,Computer Networks,31,17,20,68,C
STU00427,Database Management,26,19,29,74,B
STU00427,Machine Learning,34,18,25,77,B
STU00427,Operating Systems,35,30,24,89,A
STU00428,Big Data Analytics,22,25,23,70,B
STU00428,Computer Networks,33,19,30,82,B
STU00428,Database Management,22,20,21,63,C
STU00428,Machine Learning,39,27,28,94,A
STU00428,Operating Systems,37,28,20,85,A
STU00429,Big Data Analytics,22,29,25,76,B
STU00429,Computer Networks,27,24,27,78,B
STU00429,Database Management,22,29,29,80,B
STU00429,Machine Learning,40,20,22,82,B
STU00429,Operating Systems,33,23,20,76,B
STU00430,Big Data Analytics,25,28,21,74,B
STU00430,Computer Networks,28,28,25,81,B
STU00430,Database Management,36,15,22,73,B
STU00430,Machine Learning,28,15,23,66,C
STU00430,Operating Systems,40,15,30,85,A
STU00431,Big Data Analytics,35,20,25,80,B
STU00431,Computer Networks,35,25,26,86,A
STU00431,Database Management,30,27,21,78,B
STU00431,Machine Learning,39,15,20,74,B
STU00431,Operating Systems,22,22,28,72,B
STU00432,Big Data Analytics,40,26,21,87,A
STU00432,Computer Networks,35,25,22,82,B
STU00432,Database Management,25,20,20,65,C
STU00432,Machine Learning,27,25,25,77,B
STU00432,Operating Systems,35,18,21,74,B
STU00433,Big Data Analytics,39,22,30,91,A
STU00433,Computer Networks,30,23,26,79,B
STU00433,Database Management,29,18,21,68,C
STU00433,Machine Learning,38,27,22,87,A
STU00433,Operating Systems,26,27,29,82,B
STU00434,Big Data Analytics,33,16,28,77,B
STU00434,Computer Networks,23,25,29,77,B
STU00434,Database Management,35,27,26,88,A
STU00434,Machine Learning,24,23,29,76,B
STU00434,Operating Systems,37,20,28,85,A
STU00435,Big Data Analytics,23,29,28,80,B
STU00435,Computer Networks,20,19,24,63,C
STU00435,Database Management,21,27,28,76,B
STU00435,Machine Learning,24,23,26,73,B
STU00435,Operating Systems,33,23,24,80,B
STU00436,Big Data Analytics,22,19,23,64,C
STU00436,Computer Networks,26,27,25,78,B
STU00436,Database Management,28,17,22,67,C
STU00436,Machine Learning,32,22,23,77,B
STU00436,Operating Systems,35,27,20,82,B
STU00437,Big Data Analytics,29,15,28,72,B
STU00437,Computer Networks,39,29,29,97,A
STU00437,Database Management,21,25,24,70,B
STU00437,Machine Learning,40,27,27,94,A
STU00437,Operating Systems,33,23,25,81,B
STU00438,Big Data Analytics,39,24,23,86,A
STU00438,Computer Networks,37,24,30,91,A
STU00438,Database Management,35,24,22,81,B
STU00438,Machine Learning,33,24,28,85,A
STU00438,Operating Systems,34,23,26,83,B
STU00439,Big Data Analytics,32,23,26,81,B
STU00439,Computer Networks,24,30,30,84,B
STU00439,Database Management,39,21,24,84,B
STU00439,Machine Learning,37,27,25,89,A
STU00439,Operating Systems,20,18,25,63,C
STU00440,Big Data Analytics,35,17,27,79,B
STU00440,Computer Networks,32,27,23,82,B
STU00440,Database Management,29,18,20,67,C
STU00440,Machine Learning,37,25,25,87,A
STU00440,Operating Systems,22,27,21,70,B
STU00441,Big Data Analytics,28,18,21,67,C
STU00441,Computer Networks,22,16,23,61,C
STU00441,Database Management,29,19,22,70,B
STU00441,Machine Learning,23,23,26,72,B
STU00441,Operating Systems,36,15,27,78,B
STU00442,Big Data Analytics,34,25,20,79,B
STU00442,Computer Networks,40,29,23,92,A
STU00442,Database Management,38,19,24,81,B
STU00442,Machine Learning,37,21,29,87,A
STU00442,Operating Systems,33,20,23,76,B
STU00443,Big Data Analytics,33,16,25,74,B
STU00443,Computer Networks,21,26,23,70,B
STU00443,Database Management,22,21,28,71,B
STU00443,Machine Learning,30,17,22,69,C
STU00443,Operating Systems,23,17,27,67,C
STU00444,Big Data Analytics,25,30,27,82,B
STU00444,Computer Networks,39,23,21,83,B
STU00444,Database Management,33,25,20,78,B
STU00444,Machine Learning,37,15,29,81,B
STU00444,Operating Systems,29,25,20,74,B
STU00445,Big Data Analytics,20,28,22,70,B
STU00445,Computer Networks,26,16,24,66,C
STU00445,Database Management,22,30,26,78,B
STU00445,Machine Learning,22,15,30,67,C
STU00445,Operating Systems,34,24,30,88,A
STU00446,Big Data Analytics,37,28,26,91,A
STU00446,Computer Networks,20,15,29,64,C
STU00446,Database Management,20,27,30,77,B
STU00446,Machine Learning,21,16,27,64,C
STU00446,Operating Systems,28,28,21,77,B
STU00447,Big Data Analytics,30,17,28,75,B
STU00447,Computer Networks,20,19,30,69,C
STU00447,Database Management,26,27,27,80,B
STU00447,Machine Learning,29,15,23,67,C
STU00447,Operating Systems,20,18,27,65,C
STU00448,Big Data Analytics,39,17,30,86,A
STU00448,Computer Networks,31,29,29,89,A
STU00448,Database Management,31,25,23,79,B
STU00448,Machine Learning,38,23,30,91,A
STU00448,Operating Systems,34,19,20,73,B
STU00449,Big Data Analytics,34,22,25,81,B
STU00449,Computer Networks,37,24,29,90,A
STU00449,Database Management,33,22,24,79,B
STU00449,Machine Learning,36,29,21,86,A
STU00449,Operating Systems,34,29,20,83,B
STU00450,Big Data Analytics,33,22,24,79,B
STU00450,Computer Networks,31,23,24,78,B
STU00450,Database Management,23,15,26,64,C
STU00450,Machine Learning,21,22,21,64,C
STU00450,Operating Systems,25,22,28,75,B
STU00451,Big Data Analytics,31,20,29,80,B
STU00451,Computer Networks,32,18,25,75,B
STU00451,Database Management,28,21,23,72,B
STU00451,Machine Learning,34,17,29,80,B
STU00451,Operating Systems,40,27,23,90,A
STU00452,Big Data Analytics,33,21,30,84,B
STU00452,Computer Networks,24,28,21,73,B
STU00452,Database Management,40,29,21,90,A
STU00452,Machine Learning,35,15,26,76,B
STU00452,Operating Systems,32,22,22,76,B
STU00453,Big Data Analytics,22,19,28,69,C
STU00453,Computer Networks,31,15,20,66,C
STU00453,Database Management,29,28,23,80,B
STU00453,Machine Learning,23,25,21,69,C
STU00453,Operating Systems,30,24,28,82,B
STU00454,Big Data Analytics,40,20,21,81,B
STU00454,Computer Networks,23,16,27,66,C
STU00454,Database Management,39,27,22,88,A
STU00454,Machine Learning,34,20,29,83,B
STU00454,Operating Systems,32,16,29,77,B
STU00455,Big Data Analytics,24,19,20,63,C
STU00455,Computer Networks,32,24,25,81,B
STU00455,Database Management,33,16,29,78,B
STU00455,Machine Learning,35,28,21,84,B
STU00455,Operating Systems,37,20,27,84,B
STU00456,Big Data Analytics,27,15,21,63,C
STU00456,Computer Networks,30,27,27,84,B
STU00456,Database Management,27,23,28,78,B
STU00456,Machine Learning,29,22,22,73,B
STU00456,Operating Systems,39,24,20,83,B
STU00457,Big Data Analytics,27,25,26,78,B
STU00457,Computer Networks,25,25,24,74,B
STU00457,Database Management,25,22,24,71,B
STU00457,Machine Learning,33,23,21,77,B
STU00457,Operating Systems,22,29,22,73,B
STU00458,Big Data Analytics,36,27,23,86,A
STU00458,Computer Networks,33,26,22,81,B
STU00458,Database Management,22,22,30,74,B
STU00458,Machine Learning,36,29,29,94,A
STU00458,Operating Systems,37,30,28,95,A
STU00459,Big Data Analytics,26,20,22,68,C
STU00459,Computer Networks,36,28,21,85,A
STU00459,Database Management,25,29,29,83,B
STU00459,Machine Learning,28,27,28,83,B
STU00459,Operating Systems,33,22,24,79,B
STU00460,Big Data Analytics,30,18,26,74,B
STU00460,Computer Networks,32,23,24,79,B
STU00460,Database Management,30,30,29,89,A
STU00460,Machine Learning,29,26,29,84,B
STU00460,Operating Systems,39,28,29,96,A
STU00461,Big Data Analytics,22,29,20,71,B
STU00461,Computer Networks,22,22,28,72,B
STU00461,Database Management,29,24,20,73,B
STU00461,Machine Learning,39,25,21,85,A
STU00461,Operating Systems,36,29,27,92,A
STU00462,Big Data Analytics,39,21,22,82,B
STU00462,Computer Networks,22,29,27,78,B
STU00462,Database Management,29,19,24,72,B
STU00462,Machine Learning,20,16,24,60,C
STU00462,Operating Systems,40,27,30,97,A
STU00463,Big Data Analytics,39,24,23,86,A
STU00463,Computer Networks,25,18,26,69,C
STU00463,Database Management,21,24,30,75,B
STU00463,Machine Learning,21,17,25,63,C
STU00463,Operating Systems,29,27,23,79,B
STU00464,Big Data Analytics,23,27,29,79,B
STU00464,Computer Networks,39,26,25,90,A
STU00464,Database Management,32,26,20,78,B
STU00464,Machine Learning,30,16,22,68,C
STU00464,Operating Systems,32,30,21,83,B
STU00465,Big Data Analytics,37,20,25,82,B
STU00465,Computer Networks,36,26,22,84,B
STU00465,Database Management,25,28,20,73,B
STU00465,Machine Learning,20,17,27,64,C
STU00465,Operating Systems,36,15,25,76,B
STU00466,Big Data Analytics,36,16,25,77,B
STU00466,Computer Networks,35,30,28,93,A
STU00466,Database Management,26,18,22,66,C
STU00466,Machine Learning,23,28,30,81,B
STU00466,Operating Systems,20,29,22,71,B
STU00467,Big Data Analytics,37,24,24,85,A
STU00467,Computer Networks,40,28,23,91,A
STU00467,Database Management,26,16,27,69,C
STU00467,Machine Learning,31,19,29,79,B
STU00467,Operating Systems,20,25,24,69,C
STU00468,Big Data Analytics,34,27,22,83,B
STU00468,Computer Networks,28,28,28,84,B
STU00468,Database Management,40,21,20,81,B
STU00468,Machine Learning,37,17,29,83,B
STU00468,Operating Systems,26,21,29,76,B
STU00469,Big Data Analytics,38,29,26,93,A
STU00469,Computer Networks,23,21,21,65,C
STU00469,Database Management,26,22,29,77,B
STU00469,Machine Learning,35,27,30,92,A
STU00469,Operating Systems,33,30,26,89,A
STU00470,Big Data Analytics,31,19,21,71,B
STU00470,Computer Networks,23,27,21,71,B
STU00470,Database Management,39,28,30,97,A
STU00470,Machine Learning,27,24,27,78,B
STU00470,Operating Systems,21,26,25,72,B
STU00471,Big Data Analytics,21,18,26,65,C
STU00471,Computer Networks,40,30,25,95,A
STU00471,Database Management,38,16,28,82,B
STU00471,Machine Learning,40,23,27,90,A
STU00471,Operating Systems,33,16,25,74,B
STU00472,Big Data Analytics,22,16,29,67,C
STU00472,Computer Networks,25,21,29,75,B
STU00472,Database Management,32,24,22,78,B
STU00472,Machine Learning,40,19,20,79,B
STU00472,Operating Systems,39,19,29,87,A
STU00473,Big Data Analytics,30,15,21,66,C
STU00473,Computer Networks,24,28,23,75,B
STU00473,Database Management,29,22,25,76,B
STU00473,Machine Learning,29,25,20,74,B
STU00473,Operating Systems,24,26,21,71,B
STU00474,Big Data Analytics,26,23,24,73,B
STU00474,Computer Networks,22,29,20,71,B
STU00474,Database Management,34,22,30,86,A
STU00474,Machine Learning,31,30,25,86,A
STU00474,Operating Systems,30,21,25,76,B
STU00475,Big Data Analytics,28,29,30,87,A
STU00475,Computer Networks,37,21,22,80,B
STU00475,Database Management,23,29,25,77,B
STU00475,Machine Learning,24,17,21,62,C
STU00475,Operating Systems,33,29,25,87,A
STU00476,Big Data Analytics,24,30,29,83,B
STU00476,Computer Networks,36,22,24,82,B
STU00476,Database Management,37,30,25,92,A
STU00476,Machine Learning,31,27,29,87,A
STU00476,Operating Systems,36,28,27,91,A
STU00477,Big Data Analytics,31,23,22,76,B
STU00477,Computer Networks,35,30,24,89,A
STU00477,Database Management,25,27,27,79,B
STU00477,Machine Learning,29,29,30,88,A
STU00477,Operating Systems,38,17,24,79,B
STU00478,Big Data Analytics,32,28,21,81,B
STU00478,Computer Networks,37,25,27,89,A
STU00478,Database Management,27,30,26,83,B
STU00478,Machine Learning,36,27,25,88,A
STU00478,Operating Systems,35,29,27,91,A
STU00479,Big Data Analytics,21,21,20,62,C
STU00479,Computer Networks,25,30,23,78,B
STU00479,Database Management,28,21,24,73,B
STU00479,Machine Learning,31,15,29,75,B
STU00479,Operating Systems,27,22,28,77,B
STU00480,Big Data Analytics,36,17,26,79,B
STU00480,Computer Networks,26,25,23,74,B
STU00480,Database Management,36,25,24,85,A
STU00480,Machine Learning,27,16,24,67,C
STU00480,Operating Systems,30,27,20,77,B
STU00481,Big Data Analytics,36,18,25,79,B
STU00481,Computer Networks,28,28,21,77,B
STU00481,Database Management,21,23,29,73,B
STU00481,Machine Learning,39,21,27,87,A
STU00481,Operating Systems,25,17,20,62,C
STU00482,Big Data Analytics,35,24,21,80,B
STU00482,Computer Networks,39,26,26,91,A
STU00482,Database Management,33,18,30,81,B
STU00482,Machine Learning,37,19,28,84,B
STU00482,Operating Systems,40,15,22,77,B
STU00483,Big Data Analytics,35,30,30,95,A
STU00483,Computer Networks,23,24,27,74,B
STU00483,Database Management,38,30,20,88,A
STU00483,Machine Learning,29,19,29,77,B
STU00483,Operating Systems,20,15,29,64,C
STU00484,Big Data Analytics,39,25,23,87,A
STU00484,Computer Networks,21,23,28,72,B
STU00484,Database Management,21,21,22,64,C
STU00484,Machine Learning,22,28,30,80,B
STU00484,Operating Systems,25,17,30,72,B
STU00485,Big Data Analytics,32,28,20,80,B
STU00485,Computer Networks,39,18,29,86,A
STU00485,Database Management,34,18,26,78,B
STU00485,Machine Learning,21,28,26,75,B
STU00485,Operating Systems,35,26,26,87,A
STU00486,Big Data Analytics,31,19,21,71,B
STU00486,Computer Networks,31,17,23,71,B
STU00486,Database Management,38,19,28,85,A
STU00486,Machine Learning,33,26,22,81,B
STU00486,Operating Systems,20,16,24,60,C
STU00487,Big Data Analytics,37,15,27,79,B
STU00487,Computer Networks,36,26,29,91,A
STU00487,Database Management,35,24,23,82,B
STU00487,Machine Learning,21,27,28,76,B
STU00487,Operating Systems,20,28,25,73,B
STU00488,Big Data Analytics,34,19,22,75,B
STU00488,Computer Networks,31,21,26,78,B
STU00488,Database Management,22,28,20,70,B
STU00488,Machine Learning,36,24,24,84,B
STU00488,Operating Systems,35,21,25,81,B
STU00489,Big Data Analytics,34,18,28,80,B
STU00489,Computer Networks,20,18,24,62,C
STU00489,Database Management,22,25,20,67,C
STU00489,Machine Learning,31,26,22,79,B
STU00489,Operating Systems,22,28,27,77,B
STU00490,Big Data Analytics,32,25,25,82,B
STU00490,Computer Networks,32,17,28,77,B
STU00490,Database Management,24,27,26,77,B
STU00490,Machine Learning,24,21,30,75,B
STU00490,Operating Systems,21,20,24,65,C
STU00491,Big Data Analytics,38,19,27,84,B
STU00491,Computer Networks,34,18,27,79,B
STU00491,Database Management,27,16,26,69,C
STU00491,Machine Learning,36,24,22,82,B
STU00491,Operating Systems,39,19,29,87,A
STU00492,Big Data Analytics,21,27,30,78,B
STU00492,Computer Networks,23,22,23,68,C
STU00492,Database Management,39,20,25,84,B
STU00492,Machine Learning,29,17,27,73,B
STU00492,Operating Systems,29,29,21,79,B
STU00493,Big Data Analytics,35,30,28,93,A
STU00493,Computer Networks,27,24,26,77,B
STU00493,Database Management,22,29,25,76,B
STU00493,Machine Learning,29,16,23,68,C
STU00493,Operating Systems,33,30,25,88,A
STU00494,Big Data Analytics,35,16,25,76,B
STU00494,Computer Networks,38,27,20,85,A
STU00494,Database Management,22,28,21,71,B
STU00494,Machine Learning,21,17,22,60,C
STU00494,Operating Systems,25,17,27,69,C
STU00495,Big Data Analytics,27,22,27,76,B
STU00495,Computer Networks,26,17,23,66,C
STU00495,Database Management,39,18,28,85,A
STU00495,Machine Learning,23,25,23,71,B
STU00495,Operating Systems,34,25,29,88,A
STU00496,Big Data Analytics,35,18,23,76,B
STU00496,Computer Networks,37,18,21,76,B
STU00496,Database Management,24,23,23,70,B
STU00496,Machine Learning,30,23,22,75,B
STU00496,Operating Systems,26,18,21,65,C
STU00497,Big Data Analytics,20,27,29,76,B
STU00497,Computer Networks,31,30,28,89,A
STU00497,Database Management,37,24,27,88,A
STU00497,Machine Learning,28,22,28,78,B
STU00497,Operating Systems,28,23,23,74,B
STU00498,Big Data Analytics,39,26,25,90,A
STU00498,Computer Networks,40,29,24,93,A
STU00498,Database Management,29,18,29,76,B
STU00498,Machine Learning,37,28,21,86,A
STU00498,Operating Systems,34,15,28,77,B
STU00499,Big Data Analytics,28,15,29,72,B
STU00499,Computer Networks,32,26,29,87,A
STU00499,Database Management,22,16,29,67,C
STU00499,Machine Learning,39,26,23,88,A
STU00499,Operating Systems,36,28,26,90,A
STU00500,Big Data Analytics,32,21,20,73,B
STU00500,Computer Networks,36,26,27,89,A
STU00500,Database Management,31,20,29,80,B
STU00500,Machine Learning,23,29,20,72,B
STU00500,Operating Systems,40,30,25,95,A
