record_id,student_id,study_date,study_hours,sleep_hours,library_hours,self_study_hours,distraction_hours,practice_questions,study_consistency
SB003802,STU00381,2026-04-24,3.22,7.06,1.64,2.74,4.82,3,7
SB003803,STU00381,2026-04-11,1.31,7.88,2.8,5.74,4.32,49,10
SB003804,STU00381,2026-03-04,6.57,7.49,2.02,1.88,3.04,15,1
SB003805,STU00381,2026-02-07,6.87,4.7,1.72,1.67,4.63,17,8
SB003806,STU00381,2026-01-13,5.78,7.97,0.85,2.68,0.33,29,6
SB003807,STU00381,2026-06-05,2.84,8.95,0.01,1.09,0.15,5,8
SB003808,STU00381,2026-04-15,1.87,5.72,2.71,5.36,1.36,8,10
SB003809,STU00381,2026-01-29,3.8,6.49,3.65,1.8,3.19,47,7
SB003810,STU00381,2026-03-13,1.47,7.41,3.02,4.83,2.35,42,6
SB003811,STU00382,2026-02-23,3.18,5.58,2.36,5.46,1.72,29,5
SB003812,STU00382,2026-06-06,2.98,8.48,0.38,1.63,4.09,8,10
SB003813,STU00382,2026-02-19,4.17,5.61,3.25,2.56,4.51,36,6
SB003814,STU00382,2026-06-02,1.97,4.58,2.6,4.31,0.99,46,4
SB003815,STU00382,2026-04-05,2.64,7.01,4.14,1.82,3.76,35,4
SB003816,STU00382,2026-02-23,6.31,7.44,3.27,3.46,2.69,43,2
SB003817,STU00382,2026-05-31,6.24,8.15,0.88,5.05,2.3,46,1
SB003818,STU00382,2026-02-20,5.4,8.81,4.11,5.05,3.53,15,9
SB003819,STU00382,2026-02-21,1.34,6.21,4.27,5.35,0.84,15,2
SB003820,STU00382,2026-05-10,6.39,7.87,3.54,1.38,0.67,0,4
SB003821,STU00383,2026-05-29,3.88,4.72,3.4,1.4,3.81,13,1
SB003822,STU00383,2026-02-15,4.83,8.93,2.05,5.8,0.19,19,1
SB003823,STU00383,2026-06-23,3.08,5.39,1.74,4.79,1.74,36,9
SB003824,STU00383,2026-02-24,4.92,8.87,1.4,5.27,2.12,12,7
SB003825,STU00383,2026-04-20,4.1,5.34,0.49,1.76,1.36,42,9
SB003826,STU00383,2026-02-19,1.47,6.2,1.08,5.87,4.93,32,4
SB003827,STU00383,2026-01-12,5.3,8.77,1.04,2.63,2.41,41,5
SB003828,STU00383,2026-03-08,3.43,5.94,0.26,3.87,0.78,8,5
SB003829,STU00383,2026-02-07,5.35,7.03,3.34,3.14,0.02,14,4
SB003830,STU00383,2026-06-09,1.11,7.81,0.05,4.29,3.52,26,2
SB003831,STU00384,2026-06-11,1.25,7.43,4.07,2.26,1.25,20,8
SB003832,STU00384,2026-01-16,5.87,7.81,2.41,2.23,4.32,44,8
SB003833,STU00384,2026-04-22,6.21,5.66,3.79,1.25,0.81,13,2
SB003834,STU00384,2026-04-30,1.71,5.46,4.5,5.12,0.35,48,7
SB003835,STU00384,2026-06-03,4.78,4.71,0.85,3.93,3.63,6,1
SB003836,STU00384,2026-02-19,5.01,8.49,1.18,5.71,3.87,40,7
SB003837,STU00384,2026-04-05,3.21,8.53,1.22,5.36,3.97,44,3
SB003838,STU00384,2026-04-27,7.94,8.7,2.24,2.68,3.33,39,5
SB003839,STU00384,2026-03-29,4.56,6.59,2.69,1.07,1.23,48,8
SB003840,STU00384,2026-04-12,6.88,7.74,2.13,5.69,1.01,23,6
SB003841,STU00385,2026-05-09,7.64,8.55,0.21,5.21,1.59,36,7
SB003842,STU00385,2026-01-21,2.13,7.2,2.39,5.49,0.5,16,8
SB003843,STU00385,2026-02-22,4.11,6.84,2.51,4.27,3.86,6,1
SB003844,STU00385,2026-06-16,6.21,7.0,0.48,4.59,2.24,32,2
SB003845,STU00385,2026-02-27,2.38,8.22,4.38,3.79,0.11,33,4
SB003846,STU00385,2026-02-04,3.34,8.03,1.56,5.19,0.98,5,2
SB003847,STU00385,2026-03-26,7.22,6.78,3.39,1.12,4.01,2,7
SB003848,STU00385,2026-03-06,5.79,5.96,1.76,1.21,1.61,27,6
SB003849,STU00385,2026-05-29,4.46,8.12,4.74,5.26,2.49,37,6
SB003850,STU00385,2026-03-09,4.64,8.44,3.74,3.39,4.12,42,6
SB003851,STU00386,2026-05-16,3.43,6.85,0.11,0.91,3.88,41,10
SB003852,STU00386,2026-01-13,1.29,6.76,0.49,3.28,0.66,20,7
SB003853,STU00386,2026-04-09,5.68,7.83,0.02,4.84,4.92,46,3
SB003854,STU00386,2026-04-21,4.2,4.92,4.95,2.58,3.17,43,4
SB003855,STU00386,2026-03-11,6.99,7.56,0.5,1.2,0.69,25,10
SB003856,STU00386,2026-01-06,7.33,6.21,1.49,3.87,2.11,6,2
SB003857,STU00386,2026-01-31,6.84,5.85,0.79,3.69,3.93,5,4
SB003858,STU00386,2026-04-21,6.93,6.25,0.45,5.61,3.33,13,3
SB003859,STU00386,2026-03-01,6.11,5.78,4.67,2.96,0.89,16,1
SB003860,STU00386,2026-05-19,6.64,5.75,1.04,2.52,1.74,33,4
SB003861,STU00387,2026-05-06,1.22,6.13,1.91,3.74,4.19,3,9
SB003862,STU00387,2026-01-02,4.2,4.85,0.78,0.66,1.54,32,3
SB003863,STU00387,2026-02-24,2.95,6.35,2.13,4.47,2.2,1,1
SB003864,STU00387,2026-02-15,2.3,6.75,4.3,1.08,2.72,10,6
SB003865,STU00387,2026-01-17,7.65,8.82,1.76,3.51,0.91,15,8
SB003866,STU00387,2026-01-13,6.69,6.58,2.02,5.69,4.16,42,9
SB003867,STU00387,2026-01-02,1.13,7.9,2.68,4.33,1.51,42,5
SB003868,STU00387,2026-05-31,1.14,7.71,2.95,1.48,2.05,24,5
SB003869,STU00387,2026-06-23,1.17,4.53,4.3,1.28,2.45,14,3
SB003870,STU00387,2026-05-27,2.04,8.04,2.4,2.95,0.6,34,7
SB003871,STU00388,2026-05-29,2.15,8.63,4.79,2.3,2.71,11,2
SB003872,STU00388,2026-04-28,4.27,7.89,0.47,5.33,4.03,37,6
SB003873,STU00388,2026-06-07,2.8,5.65,2.06,4.57,2.21,41,9
SB003874,STU00388,2026-06-24,7.11,5.32,1.71,1.7,4.57,45,3
SB003875,STU00388,2026-04-25,1.85,6.22,4.04,4.09,0.39,41,5
SB003876,STU00388,2026-02-05,7.41,7.72,1.04,0.54,0.02,41,5
SB003877,STU00388,2026-06-29,5.2,8.78,2.65,0.78,1.09,2,3
SB003878,STU00388,2026-04-30,1.21,6.1,0.57,4.62,3.42,44,10
SB003879,STU00388,2026-02-28,5.94,5.31,1.15,2.57,0.6,48,8
SB003880,STU00388,2026-04-16,1.81,6.98,1.91,4.58,1.04,38,8
SB003881,STU00389,2026-04-30,2.9,7.49,2.76,5.16,3.93,21,9
SB003882,STU00389,2026-03-15,1.85,6.97,0.74,0.81,2.82,27,8
SB003883,STU00389,2026-03-24,6.43,7.65,0.3,2.96,1.23,1,3
SB003884,STU00389,2026-05-16,3.46,6.39,3.14,3.84,4.7,24,10
SB003885,STU00389,2026-06-25,1.34,8.89,0.66,5.17,3.05,15,5
SB003886,STU00389,2026-03-29,5.49,6.99,0.62,4.77,3.37,10,3
SB003887,STU00389,2026-06-06,1.27,5.63,3.43,1.86,1.62,42,8
SB003888,STU00389,2026-01-09,1.9,7.34,0.79,2.86,2.37,7,5
SB003889,STU00389,2026-03-11,4.32,6.35,2.03,3.42,4.16,37,4
SB003890,STU00389,2026-04-26,7.04,8.05,4.52,2.9,5.0,33,10
SB003891,STU00390,2026-02-23,6.77,8.46,4.8,1.18,4.32,28,2
SB003892,STU00390,2026-01-06,4.77,5.63,1.36,3.24,0.21,49,7
SB003893,STU00390,2026-03-16,7.08,8.53,1.55,1.97,3.65,45,3
SB003894,STU00390,2026-03-09,7.24,8.29,3.0,3.91,0.03,32,2
SB003895,STU00390,2026-03-18,7.51,5.12,1.97,1.38,3.76,12,7
SB003896,STU00390,2026-06-26,4.97,8.2,2.0,2.19,1.58,6,8
SB003897,STU00390,2026-06-01,3.97,7.03,1.76,5.31,2.75,50,7
SB003898,STU00390,2026-04-05,1.78,5.54,3.64,1.06,0.31,48,8
SB003899,STU00390,2026-05-05,1.71,5.85,2.04,3.77,4.04,50,10
SB003900,STU00390,2026-06-21,5.05,8.92,1.64,2.49,3.02,9,4
SB003901,STU00391,2026-04-13,1.42,7.08,4.8,2.05,4.49,47,9
SB003902,STU00391,2026-06-12,3.15,7.66,0.4,2.69,3.13,49,9
SB003903,STU00391,2026-01-24,1.06,6.56,4.4,2.64,1.62,31,10
SB003904,STU00391,2026-06-09,6.46,5.86,3.01,5.23,4.47,46,6
SB003905,STU00391,2026-03-08,3.07,5.68,1.61,4.77,2.73,38,3
SB003906,STU00391,2026-03-26,0.54,8.37,4.31,1.98,4.2,10,6
SB003907,STU00391,2026-06-18,2.44,7.13,1.61,1.74,2.87,49,10
SB003908,STU00391,2026-01-23,4.99,8.27,2.41,3.86,1.91,34,4
SB003909,STU00391,2026-06-19,3.5,5.87,0.79,2.05,2.83,41,9
SB003910,STU00391,2026-04-05,4.67,5.62,0.97,5.89,2.44,15,2
SB003911,STU00392,2026-03-23,1.59,6.81,2.72,0.63,1.09,17,2
SB003912,STU00392,2026-03-02,1.6,6.72,3.71,1.72,4.4,37,2
SB003913,STU00392,2026-01-22,3.04,8.31,1.33,1.85,2.62,22,9
SB003914,STU00392,2026-02-19,3.15,4.68,2.89,1.3,1.37,4,6
SB003915,STU00392,2026-05-13,3.67,5.05,3.61,4.49,3.92,33,3
SB003916,STU00392,2026-05-05,2.62,5.63,0.12,1.69,3.11,8,6
SB003917,STU00392,2026-03-18,4.29,6.83,4.07,4.67,4.35,11,4
SB003918,STU00392,2026-01-03,4.2,6.85,4.71,3.05,2.12,24,3
SB003919,STU00392,2026-01-06,1.0,4.83,0.19,2.18,4.89,13,9
SB003920,STU00392,2026-04-04,3.62,7.71,2.2,2.63,2.32,23,10
SB003921,STU00393,2026-05-23,6.88,7.77,3.24,3.63,1.99,26,5
SB003922,STU00393,2026-06-11,4.1,7.58,0.92,4.54,2.64,28,2
SB003923,STU00393,2026-04-21,0.6,5.6,3.3,5.55,2.34,9,2
SB003924,STU00393,2026-06-13,5.31,7.33,1.05,0.77,0.26,16,8
SB003925,STU00393,2026-06-15,0.7,7.86,1.12,3.2,4.48,41,7
SB003926,STU00393,2026-04-29,1.34,6.56,2.26,5.7,4.37,16,10
SB003927,STU00393,2026-05-15,4.61,8.74,4.21,1.22,1.59,7,10
SB003928,STU00393,2026-01-03,1.69,7.8,0.24,5.34,0.85,46,2
SB003929,STU00393,2026-04-15,6.81,8.37,3.71,3.08,2.69,16,4
SB003930,STU00393,2026-03-01,1.71,7.09,2.54,0.5,0.0,36,5
SB003931,STU00394,2026-04-13,2.23,5.05,2.34,5.95,4.79,18,3
SB003932,STU00394,2026-01-09,5.52,7.65,2.62,1.6,1.79,9,2
SB003933,STU00394,2026-05-17,7.05,7.3,3.79,3.35,2.57,34,4
SB003934,STU00394,2026-05-11,7.21,7.66,2.05,2.59,1.96,9,3
SB003935,STU00394,2026-02-20,3.98,6.59,2.97,3.45,4.71,6,9
SB003936,STU00394,2026-05-27,1.52,8.54,0.16,3.55,2.66,1,3
SB003937,STU00394,2026-06-18,0.65,7.04,2.13,4.13,2.13,44,1
SB003938,STU00394,2026-02-04,2.04,5.52,0.76,1.07,0.66,32,8
SB003939,STU00394,2026-05-23,5.75,5.97,2.68,3.03,4.54,37,1
SB003940,STU00394,2026-01-11,2.24,5.99,2.66,1.37,0.97,1,7
SB003941,STU00395,2026-03-23,3.82,5.23,0.35,5.75,0.25,23,3
SB003942,STU00395,2026-04-06,3.23,7.29,4.62,3.93,4.46,14,6
SB003943,STU00395,2026-02-14,2.52,4.84,2.2,3.66,1.91,26,1
SB003944,STU00395,2026-06-24,6.91,5.77,0.79,2.05,0.04,21,3
SB003945,STU00395,2026-02-01,3.27,8.09,4.94,4.62,2.14,36,6
SB003946,STU00395,2026-06-21,0.53,5.97,4.82,4.6,4.05,18,10
SB003947,STU00395,2026-01-21,0.97,8.44,0.76,3.15,2.0,35,6
SB003948,STU00395,2026-06-04,2.46,5.26,4.43,4.7,0.79,18,9
SB003949,STU00395,2026-05-23,5.91,4.55,0.24,3.25,3.16,20,4
SB003950,STU00395,2026-03-15,4.81,4.66,2.53,5.63,1.85,8,3
SB003951,STU00396,2026-05-16,6.85,8.31,1.72,3.78,4.38,25,9
SB003952,STU00396,2026-04-06,3.02,4.7,1.58,1.81,3.14,9,6
SB003953,STU00396,2026-05-24,0.55,8.75,2.76,5.25,3.14,0,9
SB003954,STU00396,2026-04-27,2.84,5.43,2.62,4.59,4.4,28,7
SB003955,STU00396,2026-01-09,4.57,5.09,4.7,4.77,2.3,17,8
SB003956,STU00396,2026-03-09,5.05,4.62,4.2,3.35,4.39,5,6
SB003957,STU00396,2026-05-21,2.03,7.53,0.7,2.68,4.91,33,5
SB003958,STU00396,2026-03-05,7.16,6.48,0.68,4.14,2.75,18,1
SB003959,STU00396,2026-04-20,2.0,4.81,0.76,5.07,4.33,42,8
SB003960,STU00396,2026-03-30,5.89,4.66,2.14,2.37,2.6,7,9
SB003961,STU00397,2026-04-03,3.8,8.71,2.75,3.07,2.92,16,5
SB003962,STU00397,2026-01-01,2.71,6.63,0.88,3.68,1.99,44,9
SB003963,STU00397,2026-05-25,3.6,6.02,1.92,5.18,1.29,12,9
SB003964,STU00397,2026-05-16,1.98,5.46,1.59,1.92,1.85,18,1
SB003965,STU00397,2026-03-18,2.26,6.88,4.64,5.8,0.85,34,5
SB003966,STU00397,2026-02-13,1.18,6.52,3.7,1.12,4.43,23,9
SB003967,STU00397,2026-06-19,3.64,5.78,2.14,4.54,1.56,29,7
SB003968,STU00397,2026-06-18,5.03,5.98,3.47,2.46,2.76,3,7
SB003969,STU00397,2026-01-16,7.29,6.61,4.53,5.87,1.61,46,10
SB003970,STU00397,2026-06-26,6.66,5.03,0.28,1.75,0.37,25,3
SB003971,STU00398,2026-03-29,1.29,6.65,1.92,4.44,1.56,39,5
SB003972,STU00398,2026-06-06,3.22,6.35,0.81,2.83,2.16,29,6
SB003973,STU00398,2026-01-04,6.63,6.84,4.18,1.84,4.17,19,9
SB003974,STU00398,2026-01-06,5.03,5.2,0.27,5.66,0.54,15,9
SB003975,STU00398,2026-02-24,3.82,5.4,4.54,5.84,2.45,2,10
SB003976,STU00398,2026-05-05,0.51,6.37,1.94,5.32,3.05,45,8
SB003977,STU00398,2026-03-21,6.82,6.38,1.37,1.56,4.25,48,6
SB003978,STU00398,2026-01-14,1.49,6.12,1.81,4.72,0.5,31,5
SB003979,STU00398,2026-01-24,3.65,4.67,4.45,3.84,1.92,48,6
SB003980,STU00398,2026-02-12,2.29,7.13,2.37,3.83,1.36,30,1
SB003981,STU00399,2026-04-04,5.54,8.2,2.38,3.15,2.9,40,4
SB003982,STU00399,2026-06-18,7.6,5.12,1.61,4.02,0.83,43,9
SB003983,STU00399,2026-04-01,6.91,7.15,1.91,1.23,1.08,41,4
SB003984,STU00399,2026-01-15,3.79,5.83,3.8,1.07,2.33,40,5
SB003985,STU00399,2026-03-07,7.46,8.68,3.16,2.43,0.43,25,3
SB003986,STU00399,2026-01-25,4.44,8.08,4.4,4.8,0.61,43,9
SB003987,STU00399,2026-04-09,3.6,5.92,3.14,5.41,0.41,48,6
SB003988,STU00399,2026-06-12,2.5,7.98,1.42,2.79,4.74,47,1
SB003989,STU00399,2026-02-15,2.27,7.41,1.28,1.44,3.2,41,8
SB003990,STU00399,2026-01-20,1.78,7.49,4.07,4.37,4.45,44,8
SB003991,STU00400,2026-03-16,1.71,4.92,3.32,5.79,4.89,27,4
SB003992,STU00400,2026-03-27,2.67,7.75,0.41,2.17,4.29,34,10
SB003993,STU00400,2026-04-12,3.97,7.87,4.38,3.01,2.31,48,2
SB003994,STU00400,2026-05-19,1.35,8.35,1.05,1.53,2.62,42,6
SB003995,STU00400,2026-06-21,2.2,4.95,4.67,4.69,2.19,5,7
SB003996,STU00400,2026-03-12,1.35,8.25,3.51,4.79,1.78,3,9
SB003997,STU00400,2026-03-02,6.72,7.61,3.94,2.9,2.02,10,7
SB003998,STU00400,2026-03-09,3.41,8.74,0.56,1.36,0.51,10,4
SB003999,STU00400,2026-06-03,5.36,4.54,2.01,0.65,2.83,23,9
SB004000,STU00400,2026-01-25,2.82,8.2,0.01,4.37,2.22,43,2
SB004001,STU00401,2026-04-21,7.72,4.74,4.84,3.25,0.19,12,1
SB004002,STU00401,2026-02-06,4.31,7.57,4.46,4.1,3.91,50,8
SB004003,STU00401,2026-05-19,0.68,6.21,0.22,4.67,1.32,41,3
SB004004,STU00401,2026-04-22,6.63,7.68,0.39,4.26,4.49,45,8
SB004005,STU00401,2026-03-09,6.59,7.25,1.93,0.91,4.21,29,5
SB004006,STU00401,2026-02-13,6.28,5.72,1.06,4.96,0.5,24,3
SB004007,STU00401,2026-01-15,6.55,5.13,4.34,5.26,3.23,24,1
SB004008,STU00401,2026-06-05,2.21,6.15,0.54,4.43,1.19,25,3
SB004009,STU00401,2026-03-29,2.92,4.7,0.01,4.17,2.47,22,3
SB004010,STU00401,2026-04-18,7.29,5.85,1.11,0.84,4.85,34,4
SB004011,STU00402,2026-04-26,6.12,8.68,4.94,0.93,0.66,5,7
SB004012,STU00402,2026-03-04,1.17,8.83,4.82,2.49,3.04,4,1
SB004013,STU00402,2026-03-10,5.94,8.05,1.24,0.73,3.4,42,9
SB004014,STU00402,2026-04-11,2.4,6.48,3.28,3.17,4.0,19,5
SB004015,STU00402,2026-01-09,5.37,8.89,0.87,1.74,1.78,29,6
SB004016,STU00402,2026-01-01,2.92,8.69,4.59,4.85,2.95,4,7
SB004017,STU00402,2026-01-07,5.89,8.89,4.97,1.39,3.69,29,6
SB004018,STU00402,2026-04-13,7.6,8.6,1.85,4.16,2.91,23,10
SB004019,STU00402,2026-06-21,7.37,5.62,1.71,5.9,4.7,24,5
SB004020,STU00402,2026-03-13,7.07,6.33,2.52,3.33,1.01,25,1
SB004021,STU00403,2026-05-06,7.31,8.17,3.77,3.95,1.88,32,6
SB004022,STU00403,2026-03-16,5.36,5.47,0.36,2.55,0.2,6,9
SB004023,STU00403,2026-06-11,1.07,8.87,1.18,1.85,4.19,10,7
SB004024,STU00403,2026-04-25,1.16,4.75,2.82,4.94,1.05,31,6
SB004025,STU00403,2026-03-18,6.3,8.67,4.36,4.92,1.96,19,6
SB004026,STU00403,2026-02-17,3.69,8.29,0.15,5.06,3.68,16,10
SB004027,STU00403,2026-06-21,6.34,8.96,0.06,3.53,0.78,9,10
SB004028,STU00403,2026-05-18,2.75,4.54,0.09,5.17,1.28,49,9
SB004029,STU00403,2026-02-01,5.31,8.33,3.42,1.07,1.49,27,9
SB004030,STU00403,2026-01-06,6.75,6.66,4.67,4.64,0.18,32,1
SB004031,STU00404,2026-03-20,2.86,4.6,4.38,2.99,2.18,20,6
SB004032,STU00404,2026-06-02,2.36,7.16,2.38,1.62,2.2,46,10
SB004033,STU00404,2026-01-21,6.91,5.79,1.73,4.98,1.66,1,2
SB004034,STU00404,2026-03-04,5.64,7.29,0.38,1.56,0.77,2,2
SB004035,STU00404,2026-04-11,5.36,6.89,4.02,3.31,2.2,45,9
SB004036,STU00404,2026-04-24,6.57,8.75,4.91,5.97,1.4,32,7
SB004037,STU00404,2026-05-23,4.54,5.15,3.22,4.54,2.09,43,8
SB004038,STU00404,2026-06-29,5.92,5.01,3.77,3.98,4.19,40,9
SB004039,STU00404,2026-02-04,3.13,7.15,1.6,3.71,2.24,21,3
SB004040,STU00404,2026-04-03,7.02,7.81,4.17,3.76,2.47,12,2
SB004041,STU00405,2026-06-10,3.27,4.8,1.38,2.57,1.19,1,4
SB004042,STU00405,2026-01-24,5.24,7.79,4.5,5.75,1.02,11,1
SB004043,STU00405,2026-01-12,6.09,6.91,2.82,5.41,0.39,19,4
SB004044,STU00405,2026-01-20,5.58,7.83,3.97,1.49,0.36,50,6
SB004045,STU00405,2026-04-30,6.13,7.55,0.9,5.13,2.16,24,7
SB004046,STU00405,2026-03-10,3.68,8.5,3.87,0.76,2.49,29,5
SB004047,STU00405,2026-06-13,7.19,8.22,2.12,3.63,3.68,37,6
SB004048,STU00405,2026-06-26,5.88,5.72,0.98,4.45,2.29,15,3
SB004049,STU00405,2026-04-17,4.33,7.83,1.67,3.62,4.24,39,5
SB004050,STU00405,2026-02-22,4.07,4.82,0.68,4.79,3.34,46,3
SB004051,STU00406,2026-04-21,4.91,4.97,2.81,5.3,3.22,49,10
SB004052,STU00406,2026-03-31,4.09,8.61,4.56,2.39,0.29,35,2
SB004053,STU00406,2026-03-06,5.69,6.47,3.17,4.77,4.62,42,6
SB004054,STU00406,2026-02-10,3.22,8.67,0.07,1.01,0.4,47,5
SB004055,STU00406,2026-03-09,6.49,6.16,4.87,1.52,4.34,22,3
SB004056,STU00406,2026-01-20,1.02,6.98,1.34,5.4,4.54,41,5
SB004057,STU00406,2026-01-04,6.25,7.55,1.76,3.83,3.84,28,5
SB004058,STU00406,2026-03-12,3.35,6.23,4.25,2.5,2.48,44,10
SB004059,STU00406,2026-06-15,2.25,6.26,2.33,1.03,0.87,48,4
SB004060,STU00406,2026-01-31,3.06,5.69,2.05,1.56,4.13,37,1
SB004061,STU00407,2026-05-18,1.89,7.11,2.91,0.78,0.98,10,9
SB004062,STU00407,2026-06-11,6.66,6.23,4.32,3.44,2.19,29,9
SB004063,STU00407,2026-03-14,3.27,6.95,2.82,2.4,3.62,48,2
SB004064,STU00407,2026-05-16,6.39,6.69,1.81,3.37,2.66,48,1
SB004065,STU00407,2026-06-12,3.65,6.02,1.38,5.47,2.21,34,9
SB004066,STU00407,2026-03-26,5.32,5.04,3.7,5.65,4.31,19,6
SB004067,STU00407,2026-06-21,3.61,4.89,2.51,2.34,2.27,28,6
SB004068,STU00407,2026-03-25,1.41,5.2,3.85,0.92,0.37,38,10
SB004069,STU00407,2026-03-23,5.15,6.56,0.76,3.68,3.39,11,10
SB004070,STU00407,2026-06-11,7.95,5.44,2.62,3.34,1.58,23,1
SB004071,STU00408,2026-02-10,4.26,7.72,2.81,2.7,2.74,25,8
SB004072,STU00408,2026-02-18,5.11,4.64,2.44,1.62,3.35,5,7
SB004073,STU00408,2026-05-15,0.62,7.78,0.11,3.4,3.29,40,10
SB004074,STU00408,2026-05-03,1.49,5.04,2.47,1.14,4.95,3,4
SB004075,STU00408,2026-05-31,5.24,7.26,4.04,3.4,0.36,18,10
SB004076,STU00408,2026-04-13,1.35,8.7,2.51,3.81,0.38,19,8
SB004077,STU00408,2026-04-30,2.34,5.18,4.38,5.53,2.15,8,3
SB004078,STU00408,2026-04-28,1.52,8.4,3.32,4.22,1.34,41,1
SB004079,STU00408,2026-01-22,4.37,6.98,0.16,4.06,2.35,24,5
SB004080,STU00408,2026-02-11,1.8,6.66,0.03,1.38,3.72,13,1
SB004081,STU00409,2026-01-09,6.9,4.67,3.37,5.69,2.64,9,6
SB004082,STU00409,2026-06-11,1.42,5.68,1.87,5.07,2.96,45,10
SB004083,STU00409,2026-01-17,5.0,7.15,0.14,3.61,3.43,27,10
SB004084,STU00409,2026-04-13,4.66,5.78,2.41,4.64,4.07,28,6
SB004085,STU00409,2026-02-20,6.67,6.18,1.08,3.99,4.63,43,2
SB004086,STU00409,2026-02-16,1.0,8.06,1.78,3.59,1.55,3,6
SB004087,STU00409,2026-01-08,2.1,7.28,2.82,2.13,4.84,49,6
SB004088,STU00409,2026-04-20,7.38,8.84,3.01,4.84,2.92,11,9
SB004089,STU00409,2026-04-10,2.94,8.49,1.0,5.34,2.49,41,5
SB004090,STU00409,2026-06-28,2.11,4.58,4.33,3.6,3.69,48,9
SB004091,STU00410,2026-03-04,7.73,5.68,4.18,3.98,1.61,33,8
SB004092,STU00410,2026-01-08,4.4,6.73,2.83,2.29,3.63,30,10
SB004093,STU00410,2026-03-09,3.2,8.49,4.81,4.33,2.65,23,10
SB004094,STU00410,2026-04-15,1.26,6.63,4.28,4.61,0.21,46,7
SB004095,STU00410,2026-01-22,5.11,6.52,1.81,3.9,0.72,50,9
SB004096,STU00410,2026-02-09,1.38,7.82,0.59,2.57,0.45,3,4
SB004097,STU00410,2026-03-19,2.01,8.19,0.53,4.84,3.96,21,3
SB004098,STU00410,2026-02-17,2.18,8.63,0.93,3.3,0.87,4,10
SB004099,STU00410,2026-04-13,1.53,7.24,2.21,2.53,4.86,3,5
SB004100,STU00410,2026-01-21,3.0,8.87,2.46,1.76,1.33,11,7
SB004101,STU00411,2026-01-29,0.89,6.02,1.96,2.93,0.67,15,7
SB004102,STU00411,2026-04-27,1.92,5.71,0.29,4.25,2.43,16,9
SB004103,STU00411,2026-04-24,5.69,6.19,4.24,0.65,4.06,32,2
SB004104,STU00411,2026-01-29,3.43,8.5,4.65,2.96,2.91,42,2
SB004105,STU00411,2026-03-06,1.9,5.2,0.1,1.16,2.1,46,10
SB004106,STU00411,2026-02-26,0.5,7.69,2.56,4.79,2.25,28,2
SB004107,STU00411,2026-05-01,6.68,5.44,4.11,1.46,3.23,20,5
SB004108,STU00411,2026-05-10,2.48,7.72,1.3,1.48,1.02,2,8
SB004109,STU00411,2026-03-24,2.65,5.29,3.39,0.53,2.4,30,7
SB004110,STU00411,2026-01-06,3.1,6.41,4.52,5.49,3.69,0,4
SB004111,STU00412,2026-01-28,5.36,6.79,4.25,5.55,0.68,3,9
SB004112,STU00412,2026-03-22,5.42,8.05,1.75,4.45,1.91,6,4
SB004113,STU00412,2026-03-12,0.91,5.5,2.75,4.78,1.43,47,1
SB004114,STU00412,2026-06-15,2.13,5.29,4.84,2.65,4.91,2,4
SB004115,STU00412,2026-06-04,7.59,6.13,1.25,1.73,0.31,38,3
SB004116,STU00412,2026-03-16,1.54,6.49,0.86,5.14,3.63,31,10
SB004117,STU00412,2026-06-18,0.56,4.74,0.24,5.75,4.51,4,3
SB004118,STU00412,2026-04-30,7.91,7.31,3.54,1.81,2.18,8,5
SB004119,STU00412,2026-01-20,7.48,5.59,4.2,3.09,1.62,28,7
SB004120,STU00412,2026-01-16,7.79,6.22,4.7,2.65,4.48,12,3
SB004121,STU00413,2026-06-11,7.99,8.5,4.89,2.62,2.13,37,4
SB004122,STU00413,2026-03-19,3.99,5.15,3.12,1.05,0.42,38,2
SB004123,STU00413,2026-06-23,6.69,5.48,2.16,4.31,1.65,30,5
SB004124,STU00413,2026-03-23,4.55,5.71,1.14,2.84,4.0,41,1
SB004125,STU00413,2026-01-27,4.49,5.49,2.66,5.7,4.14,26,3
SB004126,STU00413,2026-05-06,4.11,7.25,4.16,3.58,0.65,38,8
SB004127,STU00413,2026-04-02,5.1,7.24,2.07,1.15,4.75,41,6
SB004128,STU00413,2026-03-18,5.59,7.99,4.23,5.4,1.4,37,4
SB004129,STU00413,2026-03-14,4.22,8.55,4.74,0.71,2.94,3,10
SB004130,STU00413,2026-04-27,1.62,5.72,1.29,4.23,2.31,6,1
SB004131,STU00414,2026-02-23,7.24,7.66,3.73,3.8,3.81,41,9
SB004132,STU00414,2026-04-18,1.51,7.86,0.62,1.26,2.83,33,5
SB004133,STU00414,2026-01-16,3.63,6.78,4.38,3.79,0.64,31,4
SB004134,STU00414,2026-02-19,7.1,7.03,4.63,4.37,0.54,16,4
SB004135,STU00414,2026-03-06,7.3,7.16,3.68,5.17,1.06,25,8
SB004136,STU00414,2026-03-26,1.6,8.37,1.83,1.21,1.85,49,10
SB004137,STU00414,2026-02-07,1.72,4.66,0.2,2.78,1.03,22,10
SB004138,STU00414,2026-02-12,6.29,6.71,4.64,1.44,4.59,10,9
SB004139,STU00414,2026-06-29,3.92,5.07,3.55,4.13,4.51,23,8
SB004140,STU00414,2026-06-05,3.18,6.43,4.64,5.92,4.3,19,7
SB004141,STU00415,2026-03-20,7.87,5.05,0.46,1.28,1.19,48,3
