activity_id,student_id,activity_date,login_count,video_minutes,resources_viewed,quiz_attempts,forum_posts,session_minutes
LMS008928,STU00447,2026-05-04,4,102,5,0,2,179
LMS008929,STU00447,2026-04-01,5,148,15,4,1,188
LMS008930,STU00447,2026-04-01,3,82,9,1,5,210
LMS008931,STU00447,2026-03-19,4,95,9,5,2,236
LMS008932,STU00447,2026-01-31,4,19,8,4,1,188
LMS008933,STU00447,2026-01-06,4,136,11,2,0,147
LMS008934,STU00447,2026-01-16,3,164,8,0,0,130
LMS008935,STU00447,2026-05-24,1,165,11,4,1,136
LMS008936,STU00447,2026-05-24,2,147,2,5,5,35
LMS008937,STU00447,2026-06-14,7,7,11,2,0,117
LMS008938,STU00447,2026-01-04,7,103,1,3,3,45
LMS008939,STU00447,2026-01-06,7,137,8,2,2,97
LMS008940,STU00447,2026-06-08,8,167,3,5,5,40
LMS008941,STU00448,2026-06-20,1,6,15,2,3,64
LMS008942,STU00448,2026-01-16,2,177,14,3,3,88
LMS008943,STU00448,2026-06-09,0,147,6,2,5,21
LMS008944,STU00448,2026-06-26,6,71,11,0,4,219
LMS008945,STU00448,2026-02-01,3,177,8,5,2,125
LMS008946,STU00448,2026-02-05,6,36,3,3,5,45
LMS008947,STU00448,2026-02-03,7,117,3,5,5,119
LMS008948,STU00448,2026-03-19,1,174,6,4,1,160
LMS008949,STU00448,2026-05-10,8,158,13,2,0,201
LMS008950,STU00448,2026-01-30,4,36,5,0,4,90
LMS008951,STU00448,2026-03-14,7,143,8,4,0,80
LMS008952,STU00448,2026-02-13,7,33,10,1,3,79
LMS008953,STU00448,2026-01-31,5,174,5,4,5,58
LMS008954,STU00448,2026-05-26,1,156,10,4,2,197
LMS008955,STU00448,2026-03-16,3,119,13,2,3,29
LMS008956,STU00448,2026-04-23,6,137,5,0,0,217
LMS008957,STU00448,2026-04-17,6,129,2,0,1,188
LMS008958,STU00448,2026-04-05,4,16,0,5,5,228
LMS008959,STU00448,2026-06-09,8,152,15,4,0,32
LMS008960,STU00448,2026-06-01,3,65,11,4,5,65
LMS008961,STU00449,2026-03-30,8,113,0,2,3,8
LMS008962,STU00449,2026-04-20,8,130,3,2,0,145
LMS008963,STU00449,2026-02-14,1,152,8,2,4,213
LMS008964,STU00449,2026-04-19,8,149,14,2,1,143
LMS008965,STU00449,2026-04-14,3,174,13,4,2,156
LMS008966,STU00449,2026-06-13,4,49,13,5,2,196
LMS008967,STU00449,2026-05-12,6,5,15,3,1,196
LMS008968,STU00449,2026-01-18,4,54,13,4,0,149
LMS008969,STU00449,2026-05-22,1,102,12,4,2,93
LMS008970,STU00449,2026-04-21,6,14,9,4,2,50
LMS008971,STU00449,2026-02-28,1,151,2,1,0,187
LMS008972,STU00449,2026-01-10,4,75,14,4,2,165
LMS008973,STU00449,2026-06-11,3,64,11,3,1,79
LMS008974,STU00449,2026-01-31,2,78,10,0,5,110
LMS008975,STU00449,2026-05-27,6,50,8,5,3,35
LMS008976,STU00449,2026-02-22,8,164,15,5,5,52
LMS008977,STU00449,2026-01-07,0,164,1,5,0,3
LMS008978,STU00449,2026-02-24,0,179,9,0,2,1
LMS008979,STU00449,2026-05-31,2,47,1,4,1,183
LMS008980,STU00449,2026-06-14,8,156,6,4,2,176
LMS008981,STU00450,2026-02-16,6,106,10,2,1,193
LMS008982,STU00450,2026-01-07,8,170,10,2,3,86
LMS008983,STU00450,2026-04-15,6,153,14,3,0,175
LMS008984,STU00450,2026-06-05,7,88,11,5,0,133
LMS008985,STU00450,2026-04-11,7,5,6,1,2,116
LMS008986,STU00450,2026-03-01,8,139,4,5,2,138
LMS008987,STU00450,2026-05-16,7,157,12,5,5,32
LMS008988,STU00450,2026-03-22,5,44,4,4,0,74
LMS008989,STU00450,2026-06-13,2,106,5,0,5,29
LMS008990,STU00450,2026-06-29,1,99,3,4,4,56
LMS008991,STU00450,2026-03-19,4,20,10,5,1,58
LMS008992,STU00450,2026-02-22,2,71,9,5,0,177
LMS008993,STU00450,2026-02-24,2,150,0,4,1,217
LMS008994,STU00450,2026-04-11,3,64,8,4,2,230
LMS008995,STU00450,2026-01-31,0,170,7,1,5,41
LMS008996,STU00450,2026-03-21,2,24,6,2,5,138
LMS008997,STU00450,2026-03-27,7,13,14,2,0,217
LMS008998,STU00450,2026-05-25,5,44,9,5,2,209
LMS008999,STU00450,2026-02-22,0,27,12,0,3,108
LMS009000,STU00450,2026-03-17,7,90,7,2,0,224
LMS009001,STU00451,2026-02-06,3,5,10,5,1,113
LMS009002,STU00451,2026-01-22,3,171,3,5,4,60
LMS009003,STU00451,2026-03-25,8,105,3,4,3,131
LMS009004,STU00451,2026-03-19,6,159,5,3,4,49
LMS009005,STU00451,2026-05-13,0,39,3,1,5,25
LMS009006,STU00451,2026-05-08,0,177,8,4,3,131
LMS009007,STU00451,2026-01-24,3,92,4,1,5,19
LMS009008,STU00451,2026-03-26,2,2,0,4,1,10
LMS009009,STU00451,2026-06-02,3,92,0,0,2,212
LMS009010,STU00451,2026-04-05,4,131,2,3,5,96
LMS009011,STU00451,2026-01-21,8,73,12,0,4,170
LMS009012,STU00451,2026-02-18,6,170,12,2,5,51
LMS009013,STU00451,2026-02-10,0,179,14,5,2,100
LMS009014,STU00451,2026-06-26,0,28,4,1,5,222
LMS009015,STU00451,2026-04-17,7,25,1,3,3,199
LMS009016,STU00451,2026-06-15,3,101,14,1,2,158
LMS009017,STU00451,2026-05-29,3,15,13,0,0,223
LMS009018,STU00451,2026-04-18,8,76,3,3,4,142
LMS009019,STU00451,2026-04-07,0,131,1,1,1,62
LMS009020,STU00451,2026-05-01,2,63,0,0,5,108
LMS009021,STU00452,2026-03-31,6,133,3,2,1,153
LMS009022,STU00452,2026-05-29,2,136,10,5,2,206
LMS009023,STU00452,2026-02-28,6,2,0,2,2,140
LMS009024,STU00452,2026-05-27,6,65,7,3,4,227
LMS009025,STU00452,2026-02-11,6,176,15,4,0,227
LMS009026,STU00452,2026-04-04,1,142,5,5,0,42
LMS009027,STU00452,2026-04-29,3,89,15,3,5,135
LMS009028,STU00452,2026-06-01,0,40,7,0,1,19
LMS009029,STU00452,2026-02-22,2,54,2,3,4,61
LMS009030,STU00452,2026-02-21,4,98,2,5,2,29
LMS009031,STU00452,2026-06-28,0,55,3,0,1,228
LMS009032,STU00452,2026-06-11,0,22,13,4,1,49
LMS009033,STU00452,2026-02-26,2,178,13,1,1,155
LMS009034,STU00452,2026-04-23,5,51,2,1,5,158
LMS009035,STU00452,2026-02-23,7,25,8,2,4,41
LMS009036,STU00452,2026-02-09,7,126,5,3,2,42
LMS009037,STU00452,2026-04-06,2,1,12,1,4,125
LMS009038,STU00452,2026-02-17,8,180,5,3,5,190
LMS009039,STU00452,2026-05-30,3,129,2,1,5,90
LMS009040,STU00452,2026-03-11,8,107,12,0,5,112
LMS009041,STU00453,2026-02-18,4,90,13,2,4,109
LMS009042,STU00453,2026-03-21,5,101,9,2,3,168
LMS009043,STU00453,2026-03-02,7,64,10,5,1,92
LMS009044,STU00453,2026-04-28,2,27,15,3,2,161
LMS009045,STU00453,2026-05-01,3,117,0,5,4,185
LMS009046,STU00453,2026-02-01,3,66,5,2,0,139
LMS009047,STU00453,2026-02-05,2,3,13,2,4,162
LMS009048,STU00453,2026-06-19,8,77,5,3,3,55
LMS009049,STU00453,2026-01-22,4,58,13,5,4,157
LMS009050,STU00453,2026-03-13,4,26,9,3,0,61
LMS009051,STU00453,2026-05-30,6,127,15,3,2,4
LMS009052,STU00453,2026-04-19,0,6,8,5,4,62
LMS009053,STU00453,2026-04-28,0,174,0,1,3,155
LMS009054,STU00453,2026-01-06,8,139,6,3,5,50
LMS009055,STU00453,2026-05-14,5,155,14,3,0,46
LMS009056,STU00453,2026-05-11,2,150,6,2,1,164
LMS009057,STU00453,2026-01-06,3,176,6,5,0,116
LMS009058,STU00453,2026-04-22,8,94,6,2,3,208
LMS009059,STU00453,2026-02-17,6,72,4,0,3,142
LMS009060,STU00453,2026-05-05,1,178,0,3,1,45
LMS009061,STU00454,2026-03-10,7,138,11,4,2,147
LMS009062,STU00454,2026-06-26,2,147,11,5,0,191
LMS009063,STU00454,2026-06-25,5,9,9,3,5,93
LMS009064,STU00454,2026-01-02,1,2,7,3,4,28
LMS009065,STU00454,2026-03-01,3,5,12,0,4,93
LMS009066,STU00454,2026-05-29,4,147,10,0,0,157
LMS009067,STU00454,2026-01-06,1,16,3,5,1,23
LMS009068,STU00454,2026-05-28,7,158,11,3,3,100
LMS009069,STU00454,2026-05-12,6,163,11,0,0,90
LMS009070,STU00454,2026-03-04,0,141,3,1,1,77
LMS009071,STU00454,2026-01-31,0,8,2,0,3,181
LMS009072,STU00454,2026-01-04,5,42,9,1,1,122
LMS009073,STU00454,2026-05-23,2,75,8,5,2,214
LMS009074,STU00454,2026-05-27,8,76,3,0,2,133
LMS009075,STU00454,2026-03-25,2,149,7,0,4,36
LMS009076,STU00454,2026-06-10,6,96,0,1,1,81
LMS009077,STU00454,2026-03-18,2,79,3,1,0,71
LMS009078,STU00454,2026-03-16,1,27,6,4,4,227
LMS009079,STU00454,2026-06-13,5,20,13,5,3,133
LMS009080,STU00454,2026-04-18,5,38,4,2,0,239
LMS009081,STU00455,2026-05-12,3,18,4,0,0,68
LMS009082,STU00455,2026-04-21,0,138,6,1,0,151
LMS009083,STU00455,2026-02-19,7,26,5,1,2,121
LMS009084,STU00455,2026-03-20,1,134,12,3,5,202
LMS009085,STU00455,2026-06-13,7,149,9,0,1,64
LMS009086,STU00455,2026-05-15,1,78,0,3,0,63
LMS009087,STU00455,2026-06-12,6,26,11,3,3,140
LMS009088,STU00455,2026-01-28,0,86,1,5,4,68
LMS009089,STU00455,2026-04-20,2,119,15,5,0,149
LMS009090,STU00455,2026-05-04,3,45,14,2,4,228
LMS009091,STU00455,2026-02-04,0,114,0,5,3,159
LMS009092,STU00455,2026-02-23,3,133,8,5,4,193
LMS009093,STU00455,2026-05-30,4,78,7,3,0,22
LMS009094,STU00455,2026-05-11,1,150,0,3,1,80
LMS009095,STU00455,2026-04-27,7,149,9,3,1,79
LMS009096,STU00455,2026-01-09,3,53,11,4,2,211
LMS009097,STU00455,2026-06-30,0,78,11,1,2,40
LMS009098,STU00455,2026-02-01,0,51,12,1,0,28
LMS009099,STU00455,2026-02-07,2,144,12,0,5,184
LMS009100,STU00455,2026-01-19,5,113,5,3,4,146
LMS009101,STU00456,2026-05-31,2,102,0,3,0,169
LMS009102,STU00456,2026-02-02,3,32,2,0,5,47
LMS009103,STU00456,2026-01-27,5,93,0,1,3,106
LMS009104,STU00456,2026-03-11,4,99,6,2,1,77
LMS009105,STU00456,2026-04-21,3,83,1,1,2,176
LMS009106,STU00456,2026-04-11,0,85,8,1,4,160
LMS009107,STU00456,2026-01-11,2,159,11,1,5,224
LMS009108,STU00456,2026-01-04,8,175,15,4,1,109
LMS009109,STU00456,2026-02-01,0,169,8,0,0,159
LMS009110,STU00456,2026-03-02,1,47,9,4,2,238
LMS009111,STU00456,2026-03-30,6,166,6,5,0,51
LMS009112,STU00456,2026-02-02,1,71,9,2,5,157
LMS009113,STU00456,2026-06-25,0,73,2,5,4,71
LMS009114,STU00456,2026-01-24,3,114,13,1,2,87
LMS009115,STU00456,2026-01-07,8,179,15,0,0,181
LMS009116,STU00456,2026-03-27,8,25,7,5,5,107
LMS009117,STU00456,2026-04-25,4,132,2,1,2,192
LMS009118,STU00456,2026-01-15,4,133,2,5,3,219
LMS009119,STU00456,2026-06-27,8,133,3,4,1,98
LMS009120,STU00456,2026-05-31,7,161,10,3,3,217
LMS009121,STU00457,2026-01-03,4,106,15,3,3,109
LMS009122,STU00457,2026-06-14,8,84,0,1,3,100
LMS009123,STU00457,2026-03-04,6,68,6,5,4,1
LMS009124,STU00457,2026-06-12,7,88,8,2,3,207
LMS009125,STU00457,2026-01-09,6,74,11,1,1,102
LMS009126,STU00457,2026-04-10,0,67,14,0,2,164
LMS009127,STU00457,2026-06-26,8,140,6,2,3,108
LMS009128,STU00457,2026-06-27,4,152,3,5,0,42
LMS009129,STU00457,2026-03-30,5,65,11,4,5,79
LMS009130,STU00457,2026-03-01,8,129,10,4,4,167
LMS009131,STU00457,2026-06-26,4,158,10,1,1,112
LMS009132,STU00457,2026-02-02,2,53,3,3,5,106
LMS009133,STU00457,2026-04-02,0,30,6,3,2,60
LMS009134,STU00457,2026-06-13,6,113,2,2,1,92
LMS009135,STU00457,2026-01-08,7,80,7,3,1,216
LMS009136,STU00457,2026-06-15,0,140,4,5,0,191
LMS009137,STU00457,2026-03-05,6,6,10,2,4,92
LMS009138,STU00457,2026-05-28,5,155,15,5,5,96
LMS009139,STU00457,2026-04-15,8,129,4,0,2,158
LMS009140,STU00457,2026-01-25,1,109,13,2,3,139
LMS009141,STU00458,2026-03-29,5,145,14,0,2,220
LMS009142,STU00458,2026-03-17,6,15,9,5,2,140
LMS009143,STU00458,2026-02-13,2,105,4,2,1,138
LMS009144,STU00458,2026-03-24,5,101,0,4,5,100
LMS009145,STU00458,2026-04-11,4,21,1,2,0,178
LMS009146,STU00458,2026-04-08,8,123,14,0,3,63
LMS009147,STU00458,2026-06-15,6,70,8,2,1,73
LMS009148,STU00458,2026-05-27,6,93,3,3,4,83
LMS009149,STU00458,2026-06-12,2,46,1,4,4,12
LMS009150,STU00458,2026-04-13,4,127,8,4,5,188
LMS009151,STU00458,2026-05-04,5,62,15,5,1,237
LMS009152,STU00458,2026-05-27,3,43,15,2,0,119
LMS009153,STU00458,2026-04-17,3,107,0,4,4,3
LMS009154,STU00458,2026-05-08,0,162,5,4,1,198
LMS009155,STU00458,2026-05-14,6,134,7,2,3,21
LMS009156,STU00458,2026-02-02,5,13,11,0,2,41
LMS009157,STU00458,2026-04-29,2,79,5,1,5,29
LMS009158,STU00458,2026-02-14,2,53,7,5,0,221
LMS009159,STU00458,2026-06-04,3,42,7,2,1,159
LMS009160,STU00458,2026-01-23,2,70,2,4,2,120
LMS009161,STU00459,2026-04-20,6,10,7,1,4,222
LMS009162,STU00459,2026-01-25,8,93,8,1,4,203
LMS009163,STU00459,2026-05-20,7,128,8,1,0,20
LMS009164,STU00459,2026-05-05,5,19,12,5,4,171
LMS009165,STU00459,2026-04-18,1,164,6,1,1,162
LMS009166,STU00459,2026-04-20,2,70,0,2,0,63
LMS009167,STU00459,2026-05-18,8,5,10,0,5,74
LMS009168,STU00459,2026-06-03,1,73,5,1,3,171
LMS009169,STU00459,2026-04-14,0,107,0,2,0,38
LMS009170,STU00459,2026-02-01,4,159,6,3,1,98
LMS009171,STU00459,2026-02-18,7,50,8,3,4,194
LMS009172,STU00459,2026-05-27,6,77,6,1,0,189
LMS009173,STU00459,2026-02-28,0,42,5,0,4,184
LMS009174,STU00459,2026-01-20,7,114,0,1,0,163
LMS009175,STU00459,2026-01-21,2,27,11,4,4,158
LMS009176,STU00459,2026-03-03,5,130,14,4,2,134
LMS009177,STU00459,2026-06-05,1,75,13,5,4,13
LMS009178,STU00459,2026-05-19,8,178,4,2,3,0
LMS009179,STU00459,2026-01-10,5,136,3,0,0,169
LMS009180,STU00459,2026-01-21,6,125,7,4,5,40
LMS009181,STU00460,2026-03-06,2,137,4,0,0,221
LMS009182,STU00460,2026-01-31,1,110,6,4,1,216
LMS009183,STU00460,2026-04-28,1,34,1,5,1,178
LMS009184,STU00460,2026-06-21,5,9,11,5,2,26
LMS009185,STU00460,2026-06-22,6,88,12,3,4,31
LMS009186,STU00460,2026-04-29,3,46,3,5,4,227
LMS009187,STU00460,2026-03-19,0,110,2,2,3,180
LMS009188,STU00460,2026-02-23,7,177,2,5,1,222
LMS009189,STU00460,2026-02-20,3,87,14,3,0,78
LMS009190,STU00460,2026-02-06,7,127,12,1,5,33
LMS009191,STU00460,2026-05-18,7,146,5,0,0,227
LMS009192,STU00460,2026-04-12,3,154,6,2,3,153
LMS009193,STU00460,2026-01-17,7,162,11,2,2,127
LMS009194,STU00460,2026-02-28,2,145,4,3,0,178
LMS009195,STU00460,2026-06-30,2,20,7,5,4,238
LMS009196,STU00460,2026-02-10,0,44,5,5,2,94
LMS009197,STU00460,2026-04-18,1,62,2,5,4,13
LMS009198,STU00460,2026-02-10,3,58,10,0,0,222
LMS009199,STU00460,2026-03-20,4,103,8,0,4,92
LMS009200,STU00460,2026-01-18,1,121,7,2,3,39
LMS009201,STU00461,2026-04-24,8,126,12,1,3,147
LMS009202,STU00461,2026-06-02,1,177,5,1,4,38
LMS009203,STU00461,2026-02-06,5,24,15,2,4,82
LMS009204,STU00461,2026-04-08,7,117,4,4,3,156
LMS009205,STU00461,2026-01-16,4,50,12,2,2,26
LMS009206,STU00461,2026-03-18,4,107,11,1,2,198
LMS009207,STU00461,2026-01-19,4,30,12,1,5,2
LMS009208,STU00461,2026-02-25,4,100,7,2,3,135
LMS009209,STU00461,2026-01-12,7,23,2,1,5,34
LMS009210,STU00461,2026-03-31,1,45,8,0,0,104
LMS009211,STU00461,2026-06-24,2,168,5,5,0,212
LMS009212,STU00461,2026-06-21,6,135,4,5,1,169
LMS009213,STU00461,2026-04-06,8,50,1,0,4,22
LMS009214,STU00461,2026-06-01,6,90,2,0,0,150
LMS009215,STU00461,2026-06-30,0,84,4,3,5,142
LMS009216,STU00461,2026-02-19,2,153,2,4,3,157
LMS009217,STU00461,2026-05-25,6,61,5,2,4,133
LMS009218,STU00461,2026-04-02,6,166,15,3,0,60
LMS009219,STU00461,2026-01-26,1,125,9,2,4,54
LMS009220,STU00461,2026-02-09,6,148,4,1,2,28
LMS009221,STU00462,2026-03-12,3,105,4,4,5,236
LMS009222,STU00462,2026-05-25,6,52,4,0,2,233
LMS009223,STU00462,2026-05-23,5,31,6,4,2,120
LMS009224,STU00462,2026-02-24,7,25,12,5,1,101
LMS009225,STU00462,2026-02-16,2,146,2,4,2,101
LMS009226,STU00462,2026-05-12,0,3,7,4,2,162
LMS009227,STU00462,2026-02-26,8,94,5,0,4,174
LMS009228,STU00462,2026-03-08,3,11,4,2,5,152
LMS009229,STU00462,2026-01-09,8,149,4,5,2,133
LMS009230,STU00462,2026-04-23,3,100,12,4,5,24
LMS009231,STU00462,2026-06-30,0,42,5,3,3,76
LMS009232,STU00462,2026-03-26,5,22,13,2,5,25
LMS009233,STU00462,2026-06-28,2,175,8,5,4,121
LMS009234,STU00462,2026-04-28,3,53,13,1,0,185
LMS009235,STU00462,2026-03-13,8,59,6,3,3,140
LMS009236,STU00462,2026-05-24,5,159,13,2,2,193
LMS009237,STU00462,2026-05-25,1,72,13,0,4,58
LMS009238,STU00462,2026-06-13,5,33,4,3,0,139
LMS009239,STU00462,2026-01-27,2,179,13,5,3,94
LMS009240,STU00462,2026-01-18,2,144,12,5,1,32
LMS009241,STU00463,2026-03-25,1,65,9,0,5,28
LMS009242,STU00463,2026-03-19,7,133,15,0,2,231
LMS009243,STU00463,2026-02-05,0,104,0,3,0,69
LMS009244,STU00463,2026-03-08,0,38,13,5,1,120
LMS009245,STU00463,2026-04-07,8,67,15,2,0,8
LMS009246,STU00463,2026-02-22,6,106,5,4,1,76
LMS009247,STU00463,2026-01-06,1,124,3,1,0,223
LMS009248,STU00463,2026-03-21,2,96,13,4,1,51
LMS009249,STU00463,2026-02-12,1,94,2,0,0,80
LMS009250,STU00463,2026-04-23,7,73,11,0,0,157
LMS009251,STU00463,2026-06-22,5,130,3,1,0,41
LMS009252,STU00463,2026-02-12,1,99,11,2,4,216
LMS009253,STU00463,2026-03-09,7,112,12,2,2,212
LMS009254,STU00463,2026-04-19,8,102,15,0,3,74
LMS009255,STU00463,2026-02-25,3,17,13,3,0,28
LMS009256,STU00463,2026-06-02,4,129,10,2,5,194
LMS009257,STU00463,2026-03-03,1,74,0,0,4,66
LMS009258,STU00463,2026-02-17,3,123,4,4,4,104
LMS009259,STU00463,2026-05-29,1,53,1,0,3,93
LMS009260,STU00463,2026-06-29,4,31,12,4,4,122
LMS009261,STU00464,2026-05-26,0,54,9,3,5,141
LMS009262,STU00464,2026-02-19,0,92,8,0,5,88
LMS009263,STU00464,2026-01-09,5,72,0,5,2,205
LMS009264,STU00464,2026-05-22,3,125,4,2,1,22
LMS009265,STU00464,2026-02-24,1,11,4,2,2,134
LMS009266,STU00464,2026-05-22,1,146,0,4,5,123
LMS009267,STU00464,2026-03-13,3,166,13,0,2,157
LMS009268,STU00464,2026-05-31,6,104,14,0,3,123
LMS009269,STU00464,2026-01-27,4,13,8,2,3,113
LMS009270,STU00464,2026-05-26,2,49,6,1,4,235
LMS009271,STU00464,2026-06-01,0,162,5,0,2,181
LMS009272,STU00464,2026-03-20,4,65,8,0,0,54
LMS009273,STU00464,2026-01-03,7,96,7,1,5,157
LMS009274,STU00464,2026-03-29,8,157,3,0,4,58
LMS009275,STU00464,2026-03-13,7,170,15,1,3,107
LMS009276,STU00464,2026-03-01,6,167,2,3,2,113
LMS009277,STU00464,2026-06-22,3,168,3,5,4,163
LMS009278,STU00464,2026-03-28,8,155,1,2,1,71
LMS009279,STU00464,2026-04-09,1,47,0,0,4,111
LMS009280,STU00464,2026-03-19,2,39,13,3,5,209
LMS009281,STU00465,2026-01-11,5,14,11,2,5,68
LMS009282,STU00465,2026-06-25,6,42,1,5,4,165
LMS009283,STU00465,2026-06-28,6,39,12,5,1,11
LMS009284,STU00465,2026-03-29,5,51,4,3,4,181
LMS009285,STU00465,2026-01-20,3,131,9,3,4,207
LMS009286,STU00465,2026-04-06,2,65,8,1,2,85
LMS009287,STU00465,2026-04-22,0,142,4,5,0,219
LMS009288,STU00465,2026-03-06,5,118,6,4,1,168
LMS009289,STU00465,2026-01-20,3,138,8,0,1,169
LMS009290,STU00465,2026-04-07,4,117,13,0,0,173
LMS009291,STU00465,2026-02-08,3,58,9,5,3,94
LMS009292,STU00465,2026-02-14,6,149,1,5,1,138
LMS009293,STU00465,2026-06-30,4,150,0,2,0,182
LMS009294,STU00465,2026-04-08,6,122,0,5,3,154
LMS009295,STU00465,2026-01-11,8,126,15,5,4,90
LMS009296,STU00465,2026-05-29,8,134,7,2,1,112
LMS009297,STU00465,2026-03-01,3,63,1,1,5,218
LMS009298,STU00465,2026-04-13,8,21,6,2,5,142
LMS009299,STU00465,2026-01-20,2,154,8,0,3,129
LMS009300,STU00465,2026-01-26,8,173,12,4,1,201
LMS009301,STU00466,2026-04-12,5,23,9,1,4,67
LMS009302,STU00466,2026-01-23,8,35,1,3,1,112
LMS009303,STU00466,2026-03-17,6,55,1,1,2,185
LMS009304,STU00466,2026-06-04,4,145,10,1,0,68
LMS009305,STU00466,2026-01-21,7,113,8,0,1,45
LMS009306,STU00466,2026-05-01,8,144,4,0,0,179
LMS009307,STU00466,2026-01-03,8,178,11,3,0,96
LMS009308,STU00466,2026-06-22,5,75,11,4,1,204
LMS009309,STU00466,2026-06-27,4,52,12,2,2,46
LMS009310,STU00466,2026-06-02,2,14,5,3,4,5
LMS009311,STU00466,2026-01-19,8,136,6,1,2,154
LMS009312,STU00466,2026-04-08,1,1,4,2,0,108
LMS009313,STU00466,2026-03-13,7,32,6,4,4,171
LMS009314,STU00466,2026-06-19,2,136,8,1,2,98
LMS009315,STU00466,2026-03-15,5,145,12,3,5,224
LMS009316,STU00466,2026-04-18,7,176,3,3,4,213
LMS009317,STU00466,2026-06-06,8,30,9,4,1,149
LMS009318,STU00466,2026-02-02,7,168,3,5,1,172
LMS009319,STU00466,2026-06-27,1,55,7,1,2,57
LMS009320,STU00466,2026-03-07,7,73,7,0,4,70
LMS009321,STU00467,2026-06-30,1,163,6,3,3,40
LMS009322,STU00467,2026-04-03,2,121,3,4,4,227
LMS009323,STU00467,2026-02-10,8,173,1,3,3,89
LMS009324,STU00467,2026-03-02,4,9,13,1,0,143
LMS009325,STU00467,2026-01-03,5,55,2,2,4,134
LMS009326,STU00467,2026-05-01,7,78,7,2,2,36
LMS009327,STU00467,2026-04-12,7,119,4,1,5,153
LMS009328,STU00467,2026-01-19,0,13,1,4,5,123
LMS009329,STU00467,2026-01-15,6,131,2,2,2,222
LMS009330,STU00467,2026-06-25,2,62,10,4,1,202
LMS009331,STU00467,2026-04-05,0,4,9,2,2,179
LMS009332,STU00467,2026-05-23,8,163,3,5,4,171
LMS009333,STU00467,2026-06-05,8,51,14,2,1,16
LMS009334,STU00467,2026-01-12,3,153,8,0,2,0
LMS009335,STU00467,2026-01-15,6,3,15,4,4,149
LMS009336,STU00467,2026-04-02,8,158,5,0,0,52
LMS009337,STU00467,2026-03-02,6,1,7,0,4,120
LMS009338,STU00467,2026-05-24,5,46,8,3,5,41
LMS009339,STU00467,2026-01-03,0,130,9,3,5,113
LMS009340,STU00467,2026-03-18,5,74,14,0,3,144
LMS009341,STU00468,2026-03-15,7,154,8,2,4,49
LMS009342,STU00468,2026-03-14,2,120,1,1,5,226
LMS009343,STU00468,2026-04-18,5,76,2,2,1,116
LMS009344,STU00468,2026-06-07,3,33,2,2,3,110
LMS009345,STU00468,2026-03-22,4,101,15,3,0,207
LMS009346,STU00468,2026-01-29,1,78,11,3,2,72
LMS009347,STU00468,2026-01-03,5,64,14,1,3,223
LMS009348,STU00468,2026-02-13,6,177,1,3,0,114
LMS009349,STU00468,2026-06-17,0,57,1,3,5,61
LMS009350,STU00468,2026-03-19,1,137,1,0,3,48
LMS009351,STU00468,2026-04-11,1,86,3,4,0,213
LMS009352,STU00468,2026-03-12,8,42,6,4,1,173
LMS009353,STU00468,2026-04-20,2,39,8,4,1,73
LMS009354,STU00468,2026-02-09,0,110,1,3,5,188
LMS009355,STU00468,2026-01-30,5,129,1,3,3,185
LMS009356,STU00468,2026-06-19,0,122,12,1,0,165
LMS009357,STU00468,2026-06-01,0,90,7,2,2,118
LMS009358,STU00468,2026-03-06,6,106,4,5,4,107
LMS009359,STU00468,2026-02-18,1,157,1,3,2,195
LMS009360,STU00468,2026-06-27,3,116,13,2,2,133
LMS009361,STU00469,2026-01-31,4,119,15,3,0,73
LMS009362,STU00469,2026-02-24,0,1,8,1,2,98
LMS009363,STU00469,2026-06-25,1,104,3,1,1,216
LMS009364,STU00469,2026-04-08,1,133,11,1,5,58
LMS009365,STU00469,2026-05-13,3,110,15,5,3,153
LMS009366,STU00469,2026-01-29,8,143,1,1,4,161
LMS009367,STU00469,2026-06-22,3,59,1,0,3,130
LMS009368,STU00469,2026-06-08,3,73,8,2,0,93
LMS009369,STU00469,2026-01-10,1,85,7,1,3,168
LMS009370,STU00469,2026-05-13,0,8,1,4,3,50
LMS009371,STU00469,2026-06-23,4,116,9,0,4,189
LMS009372,STU00469,2026-05-13,0,79,6,1,3,199
LMS009373,STU00469,2026-03-16,3,86,11,4,0,41
LMS009374,STU00469,2026-05-19,6,64,3,3,1,61
LMS009375,STU00469,2026-02-20,0,161,2,2,2,172
LMS009376,STU00469,2026-01-18,0,130,0,1,2,107
LMS009377,STU00469,2026-05-13,3,130,11,4,1,229
LMS009378,STU00469,2026-06-26,0,149,11,1,3,143
LMS009379,STU00469,2026-03-16,0,91,9,3,4,200
LMS009380,STU00469,2026-06-23,1,149,15,4,3,105
LMS009381,STU00470,2026-02-09,5,112,0,0,2,34
LMS009382,STU00470,2026-05-18,4,95,2,4,2,129
LMS009383,STU00470,2026-06-15,4,121,6,1,4,175
LMS009384,STU00470,2026-05-18,8,119,0,5,4,109
LMS009385,STU00470,2026-04-24,6,138,15,4,4,151
LMS009386,STU00470,2026-06-29,8,69,15,0,0,93
LMS009387,STU00470,2026-02-01,0,20,2,3,2,45
LMS009388,STU00470,2026-03-13,3,117,6,1,0,70
LMS009389,STU00470,2026-05-20,5,108,0,0,4,14
LMS009390,STU00470,2026-02-26,8,141,2,0,3,150
LMS009391,STU00470,2026-01-02,5,45,7,2,4,235
