student_id,subject,total_classes,attended_classes,attendance_percentage
STU00419,Machine Learning,36,35,97.22
STU00419,Operating Systems,36,19,52.78
STU00420,Big Data Analytics,40,32,80.0
STU00420,Computer Networks,41,29,70.73
STU00420,Database Management,50,48,96.0
STU00420,Machine Learning,50,45,90.0
STU00420,Operating Systems,37,25,67.57
STU00421,Big Data Analytics,47,37,78.72
STU00421,Computer Networks,48,25,52.08
STU00421,Database Management,44,28,63.64
STU00421,Machine Learning,38,31,81.58
STU00421,Operating Systems,47,44,93.62
STU00422,Big Data Analytics,50,39,78.0
STU00422,Computer Networks,40,33,82.5
STU00422,Database Management,41,26,63.41
STU00422,Machine Learning,42,31,73.81
STU00422,Operating Systems,45,23,51.11
STU00423,Big Data Analytics,46,24,52.17
STU00423,Computer Networks,36,29,80.56
STU00423,Database Management,46,27,58.7
STU00423,Machine Learning,41,36,87.8
STU00423,Operating Systems,37,32,86.49
STU00424,Big Data Analytics,49,46,93.88
STU00424,Computer Networks,41,37,90.24
STU00424,Database Management,41,32,78.05
STU00424,Machine Learning,40,29,72.5
STU00424,Operating Systems,45,35,77.78
STU00425,Big Data Analytics,49,35,71.43
STU00425,Computer Networks,39,31,79.49
STU00425,Database Management,40,39,97.5
STU00425,Machine Learning,50,41,82.0
STU00425,Operating Systems,48,26,54.17
STU00426,Big Data Analytics,49,26,53.06
STU00426,Computer Networks,44,35,79.55
STU00426,Database Management,46,40,86.96
STU00426,Machine Learning,41,27,65.85
STU00426,Operating Systems,48,40,83.33
STU00427,Big Data Analytics,36,36,100.0
STU00427,Computer Networks,41,22,53.66
STU00427,Database Management,38,24,63.16
STU00427,Machine Learning,44,27,61.36
STU00427,Operating Systems,50,35,70.0
STU00428,Big Data Analytics,44,25,56.82
STU00428,Computer Networks,50,43,86.0
STU00428,Database Management,46,44,95.65
STU00428,Machine Learning,45,27,60.0
STU00428,Operating Systems,38,31,81.58
STU00429,Big Data Analytics,47,30,63.83
STU00429,Computer Networks,50,43,86.0
STU00429,Database Management,50,26,52.0
STU00429,Machine Learning,48,29,60.42
STU00429,Operating Systems,44,28,63.64
STU00430,Big Data Analytics,46,34,73.91
STU00430,Computer Networks,47,39,82.98
STU00430,Database Management,36,25,69.44
STU00430,Machine Learning,38,34,89.47
STU00430,Operating Systems,36,23,63.89
STU00431,Big Data Analytics,43,30,69.77
STU00431,Computer Networks,43,38,88.37
STU00431,Database Management,46,23,50.0
STU00431,Machine Learning,50,46,92.0
STU00431,Operating Systems,39,25,64.1
STU00432,Big Data Analytics,42,29,69.05
STU00432,Computer Networks,40,31,77.5
STU00432,Database Management,42,40,95.24
STU00432,Machine Learning,39,19,48.72
STU00432,Operating Systems,36,30,83.33
STU00433,Big Data Analytics,50,34,68.0
STU00433,Computer Networks,39,23,58.97
STU00433,Database Management,38,36,94.74
STU00433,Machine Learning,40,34,85.0
STU00433,Operating Systems,36,32,88.89
STU00434,Big Data Analytics,42,33,78.57
STU00434,Computer Networks,47,41,87.23
STU00434,Database Management,46,37,80.43
STU00434,Machine Learning,47,36,76.6
STU00434,Operating Systems,41,30,73.17
STU00435,Big Data Analytics,49,36,73.47
STU00435,Computer Networks,37,23,62.16
STU00435,Database Management,41,21,51.22
STU00435,Machine Learning,39,19,48.72
STU00435,Operating Systems,35,22,62.86
STU00436,Big Data Analytics,37,30,81.08
STU00436,Computer Networks,45,31,68.89
STU00436,Database Management,44,39,88.64
STU00436,Machine Learning,43,43,100.0
STU00436,Operating Systems,49,30,61.22
STU00437,Big Data Analytics,37,27,72.97
STU00437,Computer Networks,35,21,60.0
STU00437,Database Management,47,27,57.45
STU00437,Machine Learning,49,26,53.06
STU00437,Operating Systems,38,32,84.21
STU00438,Big Data Analytics,43,22,51.16
STU00438,Computer Networks,46,43,93.48
STU00438,Database Management,35,30,85.71
STU00438,Machine Learning,50,43,86.0
STU00438,Operating Systems,37,34,91.89
STU00439,Big Data Analytics,38,23,60.53
STU00439,Computer Networks,47,40,85.11
STU00439,Database Management,50,40,80.0
STU00439,Machine Learning,35,30,85.71
STU00439,Operating Systems,35,34,97.14
STU00440,Big Data Analytics,45,37,82.22
STU00440,Computer Networks,40,27,67.5
STU00440,Database Management,43,22,51.16
STU00440,Machine Learning,42,36,85.71
STU00440,Operating Systems,35,22,62.86
STU00441,Big Data Analytics,40,24,60.0
STU00441,Computer Networks,41,35,85.37
STU00441,Database Management,40,23,57.5
STU00441,Machine Learning,38,32,84.21
STU00441,Operating Systems,38,25,65.79
STU00442,Big Data Analytics,45,41,91.11
STU00442,Computer Networks,45,39,86.67
STU00442,Database Management,41,26,63.41
STU00442,Machine Learning,43,40,93.02
STU00442,Operating Systems,35,21,60.0
STU00443,Big Data Analytics,36,19,52.78
STU00443,Computer Networks,46,46,100.0
STU00443,Database Management,38,37,97.37
STU00443,Machine Learning,38,19,50.0
STU00443,Operating Systems,42,39,92.86
STU00444,Big Data Analytics,45,24,53.33
STU00444,Computer Networks,37,34,91.89
STU00444,Database Management,39,32,82.05
STU00444,Machine Learning,44,24,54.55
STU00444,Operating Systems,41,27,65.85
STU00445,Big Data Analytics,39,22,56.41
STU00445,Computer Networks,41,22,53.66
STU00445,Database Management,46,41,89.13
STU00445,Machine Learning,39,20,51.28
STU00445,Operating Systems,42,42,100.0
STU00446,Big Data Analytics,42,29,69.05
STU00446,Computer Networks,44,26,59.09
STU00446,Database Management,43,26,60.47
STU00446,Machine Learning,48,44,91.67
STU00446,Operating Systems,39,34,87.18
STU00447,Big Data Analytics,48,41,85.42
STU00447,Computer Networks,39,31,79.49
STU00447,Database Management,46,27,58.7
STU00447,Machine Learning,45,29,64.44
STU00447,Operating Systems,48,38,79.17
STU00448,Big Data Analytics,45,29,64.44
STU00448,Computer Networks,36,27,75.0
STU00448,Database Management,38,34,89.47
STU00448,Machine Learning,41,31,75.61
STU00448,Operating Systems,42,24,57.14
STU00449,Big Data Analytics,50,49,98.0
STU00449,Computer Networks,35,18,51.43
STU00449,Database Management,48,42,87.5
STU00449,Machine Learning,38,37,97.37
STU00449,Operating Systems,40,39,97.5
STU00450,Big Data Analytics,43,30,69.77
STU00450,Computer Networks,40,23,57.5
STU00450,Database Management,48,47,97.92
STU00450,Machine Learning,40,37,92.5
STU00450,Operating Systems,48,27,56.25
STU00451,Big Data Analytics,46,31,67.39
STU00451,Computer Networks,44,22,50.0
STU00451,Database Management,46,43,93.48
STU00451,Machine Learning,49,44,89.8
STU00451,Operating Systems,45,24,53.33
STU00452,Big Data Analytics,45,39,86.67
STU00452,Computer Networks,35,19,54.29
STU00452,Database Management,50,30,60.0
STU00452,Machine Learning,37,25,67.57
STU00452,Operating Systems,48,25,52.08
STU00453,Big Data Analytics,40,26,65.0
STU00453,Computer Networks,39,28,71.79
STU00453,Database Management,46,40,86.96
STU00453,Machine Learning,42,29,69.05
STU00453,Operating Systems,40,33,82.5
STU00454,Big Data Analytics,44,32,72.73
STU00454,Computer Networks,42,28,66.67
STU00454,Database Management,49,28,57.14
STU00454,Machine Learning,36,31,86.11
STU00454,Operating Systems,39,20,51.28
STU00455,Big Data Analytics,37,30,81.08
STU00455,Computer Networks,37,29,78.38
STU00455,Database Management,41,36,87.8
STU00455,Machine Learning,41,20,48.78
STU00455,Operating Systems,47,47,100.0
STU00456,Big Data Analytics,49,36,73.47
STU00456,Computer Networks,45,45,100.0
STU00456,Database Management,37,27,72.97
STU00456,Machine Learning,38,28,73.68
STU00456,Operating Systems,38,25,65.79
STU00457,Big Data Analytics,49,34,69.39
STU00457,Computer Networks,43,36,83.72
STU00457,Database Management,39,34,87.18
STU00457,Machine Learning,47,32,68.09
STU00457,Operating Systems,46,46,100.0
STU00458,Big Data Analytics,49,41,83.67
STU00458,Computer Networks,37,20,54.05
STU00458,Database Management,41,35,85.37
STU00458,Machine Learning,35,27,77.14
STU00458,Operating Systems,41,27,65.85
STU00459,Big Data Analytics,39,33,84.62
STU00459,Computer Networks,47,44,93.62
STU00459,Database Management,45,39,86.67
STU00459,Machine Learning,46,41,89.13
STU00459,Operating Systems,45,32,71.11
STU00460,Big Data Analytics,48,24,50.0
STU00460,Computer Networks,40,32,80.0
STU00460,Database Management,35,34,97.14
STU00460,Machine Learning,47,27,57.45
STU00460,Operating Systems,42,41,97.62
STU00461,Big Data Analytics,45,38,84.44
STU00461,Computer Networks,47,47,100.0
STU00461,Database Management,50,47,94.0
STU00461,Machine Learning,45,22,48.89
STU00461,Operating Systems,45,35,77.78
STU00462,Big Data Analytics,37,23,62.16
STU00462,Computer Networks,46,27,58.7
STU00462,Database Management,48,42,87.5
STU00462,Machine Learning,48,34,70.83
STU00462,Operating Systems,35,33,94.29
STU00463,Big Data Analytics,46,35,76.09
STU00463,Computer Networks,49,26,53.06
STU00463,Database Management,45,36,80.0
STU00463,Machine Learning,45,41,91.11
STU00463,Operating Systems,47,28,59.57
STU00464,Big Data Analytics,46,27,58.7
STU00464,Computer Networks,40,35,87.5
STU00464,Database Management,46,24,52.17
STU00464,Machine Learning,45,34,75.56
STU00464,Operating Systems,42,25,59.52
STU00465,Big Data Analytics,50,49,98.0
STU00465,Computer Networks,37,22,59.46
STU00465,Database Management,49,35,71.43
STU00465,Machine Learning,49,35,71.43
STU00465,Operating Systems,36,36,100.0
STU00466,Big Data Analytics,48,43,89.58
STU00466,Computer Networks,45,37,82.22
STU00466,Database Management,49,30,61.22
STU00466,Machine Learning,35,35,100.0
STU00466,Operating Systems,44,29,65.91
STU00467,Big Data Analytics,40,21,52.5
STU00467,Computer Networks,41,37,90.24
STU00467,Database Management,44,24,54.55
STU00467,Machine Learning,40,38,95.0
STU00467,Operating Systems,37,25,67.57
STU00468,Big Data Analytics,42,24,57.14
STU00468,Computer Networks,48,42,87.5
STU00468,Database Management,35,24,68.57
STU00468,Machine Learning,44,23,52.27
STU00468,Operating Systems,45,33,73.33
STU00469,Big Data Analytics,36,21,58.33
STU00469,Computer Networks,46,46,100.0
STU00469,Database Management,35,34,97.14
STU00469,Machine Learning,36,36,100.0
STU00469,Operating Systems,36,36,100.0
STU00470,Big Data Analytics,47,44,93.62
STU00470,Computer Networks,37,24,64.86
STU00470,Database Management,50,30,60.0
STU00470,Machine Learning,35,19,54.29
STU00470,Operating Systems,35,22,62.86
STU00471,Big Data Analytics,48,44,91.67
STU00471,Computer Networks,36,19,52.78
STU00471,Database Management,46,36,78.26
STU00471,Machine Learning,40,39,97.5
STU00471,Operating Systems,42,26,61.9
STU00472,Big Data Analytics,47,28,59.57
STU00472,Computer Networks,40,24,60.0
STU00472,Database Management,49,42,85.71
STU00472,Machine Learning,49,49,100.0
STU00472,Operating Systems,40,34,85.0
STU00473,Big Data Analytics,50,43,86.0
STU00473,Computer Networks,36,25,69.44
STU00473,Database Management,43,35,81.4
STU00473,Machine Learning,45,34,75.56
STU00473,Operating Systems,42,25,59.52
STU00474,Big Data Analytics,38,33,86.84
STU00474,Computer Networks,46,23,50.0
STU00474,Database Management,43,22,51.16
STU00474,Machine Learning,44,38,86.36
STU00474,Operating Systems,50,44,88.0
STU00475,Big Data Analytics,40,24,60.0
STU00475,Computer Networks,43,40,93.02
STU00475,Database Management,45,30,66.67
STU00475,Machine Learning,50,32,64.0
STU00475,Operating Systems,43,32,74.42
STU00476,Big Data Analytics,45,45,100.0
STU00476,Computer Networks,48,41,85.42
STU00476,Database Management,36,32,88.89
STU00476,Machine Learning,36,21,58.33
STU00476,Operating Systems,35,17,48.57
STU00477,Big Data Analytics,46,42,91.3
STU00477,Computer Networks,42,30,71.43
STU00477,Database Management,36,22,61.11
STU00477,Machine Learning,38,29,76.32
STU00477,Operating Systems,45,35,77.78
STU00478,Big Data Analytics,41,23,56.1
STU00478,Computer Networks,43,26,60.47
STU00478,Database Management,42,27,64.29
STU00478,Machine Learning,46,30,65.22
STU00478,Operating Systems,42,40,95.24
STU00479,Big Data Analytics,45,39,86.67
STU00479,Computer Networks,38,25,65.79
STU00479,Database Management,46,28,60.87
STU00479,Machine Learning,49,46,93.88
STU00479,Operating Systems,39,35,89.74
STU00480,Big Data Analytics,44,43,97.73
STU00480,Computer Networks,48,48,100.0
STU00480,Database Management,47,44,93.62
STU00480,Machine Learning,44,36,81.82
STU00480,Operating Systems,40,20,50.0
STU00481,Big Data Analytics,48,42,87.5
STU00481,Computer Networks,42,24,57.14
STU00481,Database Management,50,43,86.0
STU00481,Machine Learning,49,27,55.1
STU00481,Operating Systems,40,38,95.0
STU00482,Big Data Analytics,38,19,50.0
STU00482,Computer Networks,48,31,64.58
STU00482,Database Management,42,31,73.81
STU00482,Machine Learning,36,35,97.22
STU00482,Operating Systems,50,25,50.0
STU00483,Big Data Analytics,37,18,48.65
STU00483,Computer Networks,44,30,68.18
STU00483,Database Management,39,35,89.74
STU00483,Machine Learning,47,38,80.85
STU00483,Operating Systems,46,45,97.83
STU00484,Big Data Analytics,50,38,76.0
STU00484,Computer Networks,39,19,48.72
STU00484,Database Management,42,27,64.29
STU00484,Machine Learning,44,30,68.18
STU00484,Operating Systems,38,32,84.21
STU00485,Big Data Analytics,50,34,68.0
STU00485,Computer Networks,44,34,77.27
STU00485,Database Management,39,21,53.85
STU00485,Machine Learning,36,24,66.67
STU00485,Operating Systems,37,20,54.05
STU00486,Big Data Analytics,36,29,80.56
STU00486,Computer Networks,40,20,50.0
STU00486,Database Management,35,30,85.71
STU00486,Machine Learning,36,33,91.67
STU00486,Operating Systems,42,30,71.43
STU00487,Big Data Analytics,42,24,57.14
STU00487,Computer Networks,50,31,62.0
STU00487,Database Management,44,27,61.36
STU00487,Machine Learning,43,30,69.77
STU00487,Operating Systems,38,20,52.63
STU00488,Big Data Analytics,37,25,67.57
STU00488,Computer Networks,43,32,74.42
STU00488,Database Management,44,33,75.0
STU00488,Machine Learning,38,26,68.42
STU00488,Operating Systems,45,35,77.78
STU00489,Big Data Analytics,37,26,70.27
STU00489,Computer Networks,47,24,51.06
STU00489,Database Management,40,25,62.5
STU00489,Machine Learning,36,20,55.56
STU00489,Operating Systems,46,30,65.22
STU00490,Big Data Analytics,40,21,52.5
STU00490,Computer Networks,43,22,51.16
STU00490,Database Management,39,31,79.49
STU00490,Machine Learning,45,26,57.78
STU00490,Operating Systems,38,38,100.0
STU00491,Big Data Analytics,38,19,50.0
STU00491,Computer Networks,49,27,55.1
STU00491,Database Management,36,23,63.89
STU00491,Machine Learning,38,26,68.42
STU00491,Operating Systems,44,42,95.45
STU00492,Big Data Analytics,40,25,62.5
STU00492,Computer Networks,49,29,59.18
STU00492,Database Management,42,29,69.05
STU00492,Machine Learning,35,30,85.71
STU00492,Operating Systems,40,32,80.0
STU00493,Big Data Analytics,49,31,63.27
STU00493,Computer Networks,35,18,51.43
STU00493,Database Management,47,44,93.62
STU00493,Machine Learning,49,48,97.96
STU00493,Operating Systems,43,42,97.67
STU00494,Big Data Analytics,44,37,84.09
STU00494,Computer Networks,35,32,91.43
STU00494,Database Management,48,31,64.58
STU00494,Machine Learning,50,35,70.0
STU00494,Operating Systems,46,25,54.35
STU00495,Big Data Analytics,43,28,65.12
STU00495,Computer Networks,43,30,69.77
STU00495,Database Management,41,23,56.1
STU00495,Machine Learning,43,22,51.16
STU00495,Operating Systems,48,29,60.42
STU00496,Big Data Analytics,43,35,81.4
STU00496,Computer Networks,45,40,88.89
STU00496,Database Management,46,30,65.22
STU00496,Machine Learning,39,28,71.79
STU00496,Operating Systems,44,35,79.55
STU00497,Big Data Analytics,41,21,51.22
STU00497,Computer Networks,47,46,97.87
STU00497,Database Management,40,32,80.0
STU00497,Machine Learning,43,43,100.0
STU00497,Operating Systems,45,45,100.0
STU00498,Big Data Analytics,39,22,56.41
STU00498,Computer Networks,50,36,72.0
STU00498,Database Management,38,34,89.47
STU00498,Machine Learning,45,38,84.44
STU00498,Operating Systems,50,49,98.0
STU00499,Big Data Analytics,41,39,95.12
STU00499,Computer Networks,49,24,48.98
STU00499,Database Management,48,47,97.92
STU00499,Machine Learning,39,26,66.67
STU00499,Operating Systems,40,22,55.0
STU00500,Big Data Analytics,39,33,84.62
STU00500,Computer Networks,48,30,62.5
STU00500,Database Management,49,42,85.71
STU00500,Machine Learning,37,26,70.27
STU00500,Operating Systems,45,32,71.11
