assignment_id,student_id,subject,total_assignments,submitted_assignments,completion_percentage,average_assignment_score
ASG01394,STU00279,Machine Learning,9,6,66.67,39.67
ASG01395,STU00279,Operating Systems,9,5,55.56,81.35
ASG01396,STU00280,Big Data Analytics,12,3,25.0,60.45
ASG01397,STU00280,Computer Networks,9,9,100.0,93.21
ASG01398,STU00280,Database Management,10,10,100.0,59.81
ASG01399,STU00280,Machine Learning,11,11,100.0,87.59
ASG01400,STU00280,Operating Systems,9,7,77.78,44.1
ASG01401,STU00281,Big Data Analytics,8,8,100.0,46.81
ASG01402,STU00281,Computer Networks,9,4,44.44,57.21
ASG01403,STU00281,Database Management,10,8,80.0,68.09
ASG01404,STU00281,Machine Learning,12,3,25.0,75.46
ASG01405,STU00281,Operating Systems,8,4,50.0,97.99
ASG01406,STU00282,Big Data Analytics,12,10,83.33,43.62
ASG01407,STU00282,Computer Networks,11,9,81.82,56.95
ASG01408,STU00282,Database Management,10,3,30.0,58.4
ASG01409,STU00282,Machine Learning,8,6,75.0,80.44
ASG01410,STU00282,Operating Systems,12,11,91.67,36.3
ASG01411,STU00283,Big Data Analytics,12,10,83.33,96.22
ASG01412,STU00283,Computer Networks,8,5,62.5,80.38
ASG01413,STU00283,Database Management,12,6,50.0,80.27
ASG01414,STU00283,Machine Learning,12,3,25.0,68.34
ASG01415,STU00283,Operating Systems,9,8,88.89,43.44
ASG01416,STU00284,Big Data Analytics,12,9,75.0,60.32
ASG01417,STU00284,Computer Networks,8,6,75.0,88.52
ASG01418,STU00284,Database Management,8,5,62.5,91.2
ASG01419,STU00284,Machine Learning,11,9,81.82,39.11
ASG01420,STU00284,Operating Systems,8,7,87.5,71.58
ASG01421,STU00285,Big Data Analytics,8,3,37.5,50.95
ASG01422,STU00285,Computer Networks,12,9,75.0,93.86
ASG01423,STU00285,Database Management,11,6,54.55,41.96
ASG01424,STU00285,Machine Learning,9,6,66.67,87.14
ASG01425,STU00285,Operating Systems,8,4,50.0,45.79
ASG01426,STU00286,Big Data Analytics,8,4,50.0,84.82
ASG01427,STU00286,Computer Networks,8,6,75.0,60.31
ASG01428,STU00286,Database Management,11,7,63.64,58.5
ASG01429,STU00286,Machine Learning,12,9,75.0,61.44
ASG01430,STU00286,Operating Systems,8,8,100.0,69.25
ASG01431,STU00287,Big Data Analytics,10,4,40.0,41.69
ASG01432,STU00287,Computer Networks,10,9,90.0,45.46
ASG01433,STU00287,Database Management,12,11,91.67,68.67
ASG01434,STU00287,Machine Learning,12,9,75.0,46.6
ASG01435,STU00287,Operating Systems,8,8,100.0,60.37
ASG01436,STU00288,Big Data Analytics,10,4,40.0,95.57
ASG01437,STU00288,Computer Networks,8,6,75.0,43.31
ASG01438,STU00288,Database Management,10,6,60.0,62.63
ASG01439,STU00288,Machine Learning,12,5,41.67,49.71
ASG01440,STU00288,Operating Systems,9,3,33.33,54.71
ASG01441,STU00289,Big Data Analytics,8,7,87.5,61.44
ASG01442,STU00289,Computer Networks,12,7,58.33,89.28
ASG01443,STU00289,Database Management,9,7,77.78,57.12
ASG01444,STU00289,Machine Learning,11,4,36.36,54.19
ASG01445,STU00289,Operating Systems,9,8,88.89,50.47
ASG01446,STU00290,Big Data Analytics,11,6,54.55,74.39
ASG01447,STU00290,Computer Networks,8,6,75.0,56.66
ASG01448,STU00290,Database Management,12,4,33.33,62.5
ASG01449,STU00290,Machine Learning,10,8,80.0,97.09
ASG01450,STU00290,Operating Systems,9,8,88.89,68.78
ASG01451,STU00291,Big Data Analytics,10,10,100.0,55.6
ASG01452,STU00291,Computer Networks,12,3,25.0,57.27
ASG01453,STU00291,Database Management,8,7,87.5,48.83
ASG01454,STU00291,Machine Learning,8,5,62.5,78.29
ASG01455,STU00291,Operating Systems,9,7,77.78,79.51
ASG01456,STU00292,Big Data Analytics,10,10,100.0,52.06
ASG01457,STU00292,Computer Networks,9,4,44.44,36.33
ASG01458,STU00292,Database Management,9,9,100.0,59.43
ASG01459,STU00292,Machine Learning,12,6,50.0,51.99
ASG01460,STU00292,Operating Systems,10,7,70.0,41.86
ASG01461,STU00293,Big Data Analytics,12,9,75.0,71.68
ASG01462,STU00293,Computer Networks,11,11,100.0,72.46
ASG01463,STU00293,Database Management,8,4,50.0,57.69
ASG01464,STU00293,Machine Learning,12,5,41.67,59.1
ASG01465,STU00293,Operating Systems,9,7,77.78,59.78
ASG01466,STU00294,Big Data Analytics,12,3,25.0,70.37
ASG01467,STU00294,Computer Networks,12,4,33.33,90.58
ASG01468,STU00294,Database Management,8,7,87.5,48.96
ASG01469,STU00294,Machine Learning,9,4,44.44,74.17
ASG01470,STU00294,Operating Systems,11,11,100.0,74.43
ASG01471,STU00295,Big Data Analytics,10,8,80.0,78.91
ASG01472,STU00295,Computer Networks,10,9,90.0,37.27
ASG01473,STU00295,Database Management,10,5,50.0,69.94
ASG01474,STU00295,Machine Learning,10,4,40.0,59.73
ASG01475,STU00295,Operating Systems,11,9,81.82,46.41
ASG01476,STU00296,Big Data Analytics,12,10,83.33,78.57
ASG01477,STU00296,Computer Networks,11,3,27.27,53.98
ASG01478,STU00296,Database Management,12,3,25.0,81.14
ASG01479,STU00296,Machine Learning,9,4,44.44,69.18
ASG01480,STU00296,Operating Systems,12,5,41.67,70.85
ASG01481,STU00297,Big Data Analytics,9,5,55.56,35.99
ASG01482,STU00297,Computer Networks,8,4,50.0,70.11
ASG01483,STU00297,Database Management,9,9,100.0,36.44
ASG01484,STU00297,Machine Learning,10,8,80.0,86.55
ASG01485,STU00297,Operating Systems,8,3,37.5,65.77
ASG01486,STU00298,Big Data Analytics,8,5,62.5,83.58
ASG01487,STU00298,Computer Networks,8,6,75.0,60.19
ASG01488,STU00298,Database Management,8,4,50.0,75.09
ASG01489,STU00298,Machine Learning,9,6,66.67,74.83
ASG01490,STU00298,Operating Systems,11,5,45.45,91.45
ASG01491,STU00299,Big Data Analytics,12,8,66.67,87.6
ASG01492,STU00299,Computer Networks,10,7,70.0,37.3
ASG01493,STU00299,Database Management,11,9,81.82,95.3
ASG01494,STU00299,Machine Learning,11,8,72.73,55.77
ASG01495,STU00299,Operating Systems,10,6,60.0,78.08
ASG01496,STU00300,Big Data Analytics,12,11,91.67,53.22
ASG01497,STU00300,Computer Networks,8,6,75.0,47.79
ASG01498,STU00300,Database Management,12,10,83.33,56.25
ASG01499,STU00300,Machine Learning,10,6,60.0,36.18
ASG01500,STU00300,Operating Systems,9,3,33.33,63.1
ASG01501,STU00301,Big Data Analytics,11,3,27.27,45.57
ASG01502,STU00301,Computer Networks,10,8,80.0,65.13
ASG01503,STU00301,Database Management,8,8,100.0,80.94
ASG01504,STU00301,Machine Learning,12,6,50.0,58.45
ASG01505,STU00301,Operating Systems,12,11,91.67,38.17
ASG01506,STU00302,Big Data Analytics,8,4,50.0,90.49
ASG01507,STU00302,Computer Networks,10,7,70.0,96.73
ASG01508,STU00302,Database Management,10,7,70.0,77.12
ASG01509,STU00302,Machine Learning,12,8,66.67,62.66
ASG01510,STU00302,Operating Systems,8,8,100.0,38.19
ASG01511,STU00303,Big Data Analytics,11,9,81.82,95.61
ASG01512,STU00303,Computer Networks,11,11,100.0,54.87
ASG01513,STU00303,Database Management,8,7,87.5,50.78
ASG01514,STU00303,Machine Learning,9,5,55.56,50.79
ASG01515,STU00303,Operating Systems,11,3,27.27,58.39
ASG01516,STU00304,Big Data Analytics,10,10,100.0,44.89
ASG01517,STU00304,Computer Networks,11,3,27.27,67.85
ASG01518,STU00304,Database Management,10,7,70.0,86.14
ASG01519,STU00304,Machine Learning,9,3,33.33,84.18
ASG01520,STU00304,Operating Systems,11,7,63.64,63.85
ASG01521,STU00305,Big Data Analytics,10,8,80.0,40.29
ASG01522,STU00305,Computer Networks,9,7,77.78,40.34
ASG01523,STU00305,Database Management,12,11,91.67,97.49
ASG01524,STU00305,Machine Learning,8,3,37.5,91.93
ASG01525,STU00305,Operating Systems,8,4,50.0,79.72
ASG01526,STU00306,Big Data Analytics,8,5,62.5,55.89
ASG01527,STU00306,Computer Networks,9,4,44.44,36.58
ASG01528,STU00306,Database Management,9,3,33.33,37.31
ASG01529,STU00306,Machine Learning,10,7,70.0,78.06
ASG01530,STU00306,Operating Systems,9,6,66.67,74.43
ASG01531,STU00307,Big Data Analytics,12,12,100.0,65.57
ASG01532,STU00307,Computer Networks,9,9,100.0,99.75
ASG01533,STU00307,Database Management,12,6,50.0,87.91
ASG01534,STU00307,Machine Learning,10,5,50.0,38.48
ASG01535,STU00307,Operating Systems,10,4,40.0,48.34
ASG01536,STU00308,Big Data Analytics,12,4,33.33,41.53
ASG01537,STU00308,Computer Networks,11,5,45.45,35.2
ASG01538,STU00308,Database Management,11,10,90.91,58.57
ASG01539,STU00308,Machine Learning,10,3,30.0,85.83
ASG01540,STU00308,Operating Systems,8,7,87.5,36.14
ASG01541,STU00309,Big Data Analytics,9,9,100.0,59.12
ASG01542,STU00309,Computer Networks,9,4,44.44,57.32
ASG01543,STU00309,Database Management,12,9,75.0,70.11
ASG01544,STU00309,Machine Learning,10,4,40.0,35.63
ASG01545,STU00309,Operating Systems,9,8,88.89,45.21
ASG01546,STU00310,Big Data Analytics,9,3,33.33,79.16
ASG01547,STU00310,Computer Networks,10,9,90.0,76.36
ASG01548,STU00310,Database Management,12,12,100.0,56.41
ASG01549,STU00310,Machine Learning,9,8,88.89,52.06
ASG01550,STU00310,Operating Systems,9,3,33.33,85.95
ASG01551,STU00311,Big Data Analytics,12,4,33.33,75.0
ASG01552,STU00311,Computer Networks,12,11,91.67,91.8
ASG01553,STU00311,Database Management,12,11,91.67,79.62
ASG01554,STU00311,Machine Learning,12,7,58.33,83.08
ASG01555,STU00311,Operating Systems,8,3,37.5,99.81
ASG01556,STU00312,Big Data Analytics,9,3,33.33,94.46
ASG01557,STU00312,Computer Networks,8,4,50.0,68.35
ASG01558,STU00312,Database Management,12,9,75.0,93.88
ASG01559,STU00312,Machine Learning,11,8,72.73,39.32
ASG01560,STU00312,Operating Systems,8,7,87.5,48.87
ASG01561,STU00313,Big Data Analytics,10,5,50.0,80.56
ASG01562,STU00313,Computer Networks,8,8,100.0,45.28
ASG01563,STU00313,Database Management,8,8,100.0,52.47
ASG01564,STU00313,Machine Learning,8,6,75.0,85.42
ASG01565,STU00313,Operating Systems,10,9,90.0,68.97
ASG01566,STU00314,Big Data Analytics,8,5,62.5,46.88
ASG01567,STU00314,Computer Networks,10,6,60.0,90.76
ASG01568,STU00314,Database Management,10,8,80.0,71.83
ASG01569,STU00314,Machine Learning,8,3,37.5,67.24
ASG01570,STU00314,Operating Systems,11,5,45.45,54.8
ASG01571,STU00315,Big Data Analytics,9,3,33.33,56.1
ASG01572,STU00315,Computer Networks,10,9,90.0,36.61
ASG01573,STU00315,Database Management,11,7,63.64,83.64
ASG01574,STU00315,Machine Learning,11,7,63.64,70.54
ASG01575,STU00315,Operating Systems,10,8,80.0,79.72
ASG01576,STU00316,Big Data Analytics,8,4,50.0,91.57
ASG01577,STU00316,Computer Networks,8,8,100.0,84.18
ASG01578,STU00316,Database Management,12,4,33.33,97.51
ASG01579,STU00316,Machine Learning,8,3,37.5,40.98
ASG01580,STU00316,Operating Systems,11,6,54.55,48.76
ASG01581,STU00317,Big Data Analytics,11,5,45.45,61.94
ASG01582,STU00317,Computer Networks,9,3,33.33,98.61
ASG01583,STU00317,Database Management,12,3,25.0,55.37
ASG01584,STU00317,Machine Learning,12,6,50.0,43.15
ASG01585,STU00317,Operating Systems,11,5,45.45,70.88
ASG01586,STU00318,Big Data Analytics,11,10,90.91,46.8
ASG01587,STU00318,Computer Networks,10,3,30.0,76.01
ASG01588,STU00318,Database Management,9,7,77.78,58.62
ASG01589,STU00318,Machine Learning,9,9,100.0,62.85
ASG01590,STU00318,Operating Systems,12,11,91.67,35.94
ASG01591,STU00319,Big Data Analytics,9,5,55.56,88.4
ASG01592,STU00319,Computer Networks,9,5,55.56,52.95
ASG01593,STU00319,Database Management,8,3,37.5,99.58
ASG01594,STU00319,Machine Learning,8,7,87.5,97.82
ASG01595,STU00319,Operating Systems,12,6,50.0,35.4
ASG01596,STU00320,Big Data Analytics,12,9,75.0,65.84
ASG01597,STU00320,Computer Networks,12,11,91.67,35.94
ASG01598,STU00320,Database Management,9,7,77.78,96.08
ASG01599,STU00320,Machine Learning,10,9,90.0,54.21
ASG01600,STU00320,Operating Systems,11,10,90.91,54.58
ASG01601,STU00321,Big Data Analytics,11,5,45.45,53.95
ASG01602,STU00321,Computer Networks,12,4,33.33,91.68
ASG01603,STU00321,Database Management,10,3,30.0,84.57
ASG01604,STU00321,Machine Learning,12,8,66.67,41.02
ASG01605,STU00321,Operating Systems,11,10,90.91,49.77
ASG01606,STU00322,Big Data Analytics,10,4,40.0,61.47
ASG01607,STU00322,Computer Networks,9,6,66.67,82.71
ASG01608,STU00322,Database Management,9,9,100.0,97.29
ASG01609,STU00322,Machine Learning,10,6,60.0,39.72
ASG01610,STU00322,Operating Systems,8,7,87.5,53.07
ASG01611,STU00323,Big Data Analytics,12,7,58.33,89.62
ASG01612,STU00323,Computer Networks,12,8,66.67,62.52
ASG01613,STU00323,Database Management,9,9,100.0,64.08
ASG01614,STU00323,Machine Learning,12,6,50.0,96.31
ASG01615,STU00323,Operating Systems,10,6,60.0,73.96
ASG01616,STU00324,Big Data Analytics,9,8,88.89,56.57
ASG01617,STU00324,Computer Networks,8,5,62.5,94.91
ASG01618,STU00324,Database Management,12,4,33.33,72.99
ASG01619,STU00324,Machine Learning,11,4,36.36,68.54
ASG01620,STU00324,Operating Systems,12,8,66.67,50.6
ASG01621,STU00325,Big Data Analytics,9,6,66.67,60.88
ASG01622,STU00325,Computer Networks,11,8,72.73,72.6
ASG01623,STU00325,Database Management,10,8,80.0,95.08
ASG01624,STU00325,Machine Learning,11,8,72.73,52.17
ASG01625,STU00325,Operating Systems,10,8,80.0,89.83
ASG01626,STU00326,Big Data Analytics,11,9,81.82,88.77
ASG01627,STU00326,Computer Networks,12,10,83.33,92.86
ASG01628,STU00326,Database Management,11,6,54.55,89.54
ASG01629,STU00326,Machine Learning,10,5,50.0,54.43
ASG01630,STU00326,Operating Systems,9,4,44.44,65.08
ASG01631,STU00327,Big Data Analytics,11,3,27.27,94.6
ASG01632,STU00327,Computer Networks,11,8,72.73,60.47
ASG01633,STU00327,Database Management,12,8,66.67,86.48
ASG01634,STU00327,Machine Learning,12,11,91.67,38.84
ASG01635,STU00327,Operating Systems,10,3,30.0,85.65
ASG01636,STU00328,Big Data Analytics,8,3,37.5,75.0
ASG01637,STU00328,Computer Networks,8,3,37.5,90.24
ASG01638,STU00328,Database Management,9,5,55.56,66.23
ASG01639,STU00328,Machine Learning,8,4,50.0,79.55
ASG01640,STU00328,Operating Systems,10,5,50.0,96.07
ASG01641,STU00329,Big Data Analytics,11,4,36.36,73.46
ASG01642,STU00329,Computer Networks,9,4,44.44,99.41
ASG01643,STU00329,Database Management,11,8,72.73,52.82
ASG01644,STU00329,Machine Learning,10,5,50.0,50.18
ASG01645,STU00329,Operating Systems,11,5,45.45,75.48
ASG01646,STU00330,Big Data Analytics,10,8,80.0,89.88
ASG01647,STU00330,Computer Networks,9,9,100.0,85.12
ASG01648,STU00330,Database Management,12,3,25.0,53.44
ASG01649,STU00330,Machine Learning,9,8,88.89,58.01
ASG01650,STU00330,Operating Systems,11,5,45.45,64.51
ASG01651,STU00331,Big Data Analytics,9,6,66.67,73.23
ASG01652,STU00331,Computer Networks,11,5,45.45,74.65
ASG01653,STU00331,Database Management,10,7,70.0,52.47
ASG01654,STU00331,Machine Learning,9,8,88.89,88.28
ASG01655,STU00331,Operating Systems,10,5,50.0,56.92
ASG01656,STU00332,Big Data Analytics,8,6,75.0,74.03
ASG01657,STU00332,Computer Networks,12,8,66.67,68.75
ASG01658,STU00332,Database Management,10,6,60.0,82.21
ASG01659,STU00332,Machine Learning,9,7,77.78,84.81
ASG01660,STU00332,Operating Systems,11,4,36.36,41.03
ASG01661,STU00333,Big Data Analytics,9,3,33.33,39.93
ASG01662,STU00333,Computer Networks,12,11,91.67,79.25
ASG01663,STU00333,Database Management,9,7,77.78,97.21
ASG01664,STU00333,Machine Learning,11,11,100.0,78.49
ASG01665,STU00333,Operating Systems,10,6,60.0,36.12
ASG01666,STU00334,Big Data Analytics,10,8,80.0,65.45
ASG01667,STU00334,Computer Networks,12,8,66.67,45.36
ASG01668,STU00334,Database Management,11,9,81.82,81.93
ASG01669,STU00334,Machine Learning,12,3,25.0,54.72
ASG01670,STU00334,Operating Systems,10,5,50.0,43.19
ASG01671,STU00335,Big Data Analytics,8,3,37.5,35.27
ASG01672,STU00335,Computer Networks,11,5,45.45,93.21
ASG01673,STU00335,Database Management,8,3,37.5,46.63
ASG01674,STU00335,Machine Learning,9,8,88.89,41.91
ASG01675,STU00335,Operating Systems,8,7,87.5,50.52
ASG01676,STU00336,Big Data Analytics,8,4,50.0,46.08
ASG01677,STU00336,Computer Networks,12,5,41.67,70.42
ASG01678,STU00336,Database Management,10,9,90.0,56.39
ASG01679,STU00336,Machine Learning,10,6,60.0,53.41
ASG01680,STU00336,Operating Systems,9,8,88.89,69.42
ASG01681,STU00337,Big Data Analytics,9,9,100.0,42.81
ASG01682,STU00337,Computer Networks,10,5,50.0,70.53
ASG01683,STU00337,Database Management,12,12,100.0,94.2
ASG01684,STU00337,Machine Learning,9,8,88.89,88.54
ASG01685,STU00337,Operating Systems,12,11,91.67,84.4
ASG01686,STU00338,Big Data Analytics,8,7,87.5,83.72
ASG01687,STU00338,Computer Networks,11,8,72.73,79.51
ASG01688,STU00338,Database Management,11,3,27.27,92.59
ASG01689,STU00338,Machine Learning,11,6,54.55,62.9
ASG01690,STU00338,Operating Systems,12,6,50.0,54.16
ASG01691,STU00339,Big Data Analytics,10,4,40.0,50.12
ASG01692,STU00339,Computer Networks,9,3,33.33,75.23
ASG01693,STU00339,Database Management,12,12,100.0,71.44
ASG01694,STU00339,Machine Learning,11,8,72.73,89.24
ASG01695,STU00339,Operating Systems,8,6,75.0,94.88
ASG01696,STU00340,Big Data Analytics,11,6,54.55,96.22
ASG01697,STU00340,Computer Networks,12,12,100.0,41.4
ASG01698,STU00340,Database Management,10,7,70.0,80.66
ASG01699,STU00340,Machine Learning,9,7,77.78,44.46
ASG01700,STU00340,Operating Systems,9,4,44.44,77.4
ASG01701,STU00341,Big Data Analytics,10,10,100.0,81.69
ASG01702,STU00341,Computer Networks,10,5,50.0,72.23
ASG01703,STU00341,Database Management,11,9,81.82,72.25
ASG01704,STU00341,Machine Learning,11,9,81.82,75.45
ASG01705,STU00341,Operating Systems,8,8,100.0,85.58
ASG01706,STU00342,Big Data Analytics,12,7,58.33,73.51
ASG01707,STU00342,Computer Networks,10,8,80.0,71.85
ASG01708,STU00342,Database Management,8,6,75.0,65.52
ASG01709,STU00342,Machine Learning,12,4,33.33,57.43
ASG01710,STU00342,Operating Systems,9,3,33.33,40.64
ASG01711,STU00343,Big Data Analytics,9,7,77.78,47.06
ASG01712,STU00343,Computer Networks,8,4,50.0,79.5
ASG01713,STU00343,Database Management,12,12,100.0,93.06
ASG01714,STU00343,Machine Learning,12,6,50.0,41.44
ASG01715,STU00343,Operating Systems,12,4,33.33,68.82
ASG01716,STU00344,Big Data Analytics,9,8,88.89,46.73
ASG01717,STU00344,Computer Networks,12,10,83.33,50.55
ASG01718,STU00344,Database Management,11,10,90.91,66.63
ASG01719,STU00344,Machine Learning,12,4,33.33,63.28
ASG01720,STU00344,Operating Systems,8,4,50.0,75.09
ASG01721,STU00345,Big Data Analytics,10,8,80.0,95.53
ASG01722,STU00345,Computer Networks,11,10,90.91,48.17
ASG01723,STU00345,Database Management,9,6,66.67,74.57
ASG01724,STU00345,Machine Learning,9,8,88.89,90.44
ASG01725,STU00345,Operating Systems,11,3,27.27,67.74
ASG01726,STU00346,Big Data Analytics,10,6,60.0,99.04
ASG01727,STU00346,Computer Networks,10,6,60.0,78.01
ASG01728,STU00346,Database Management,9,5,55.56,43.3
ASG01729,STU00346,Machine Learning,12,12,100.0,52.32
ASG01730,STU00346,Operating Systems,8,5,62.5,73.44
ASG01731,STU00347,Big Data Analytics,11,6,54.55,95.78
ASG01732,STU00347,Computer Networks,10,8,80.0,98.64
ASG01733,STU00347,Database Management,11,3,27.27,62.15
ASG01734,STU00347,Machine Learning,11,7,63.64,91.53
ASG01735,STU00347,Operating Systems,8,6,75.0,89.61
ASG01736,STU00348,Big Data Analytics,8,3,37.5,98.95
ASG01737,STU00348,Computer Networks,11,4,36.36,91.01
ASG01738,STU00348,Database Management,10,3,30.0,88.77
ASG01739,STU00348,Machine Learning,12,9,75.0,38.09
ASG01740,STU00348,Operating Systems,8,6,75.0,98.73
ASG01741,STU00349,Big Data Analytics,9,4,44.44,78.32
ASG01742,STU00349,Computer Networks,12,8,66.67,44.53
ASG01743,STU00349,Database Management,8,4,50.0,94.32
ASG01744,STU00349,Machine Learning,8,7,87.5,54.75
ASG01745,STU00349,Operating Systems,9,9,100.0,93.18
ASG01746,STU00350,Big Data Analytics,11,10,90.91,35.95
ASG01747,STU00350,Computer Networks,11,3,27.27,70.54
ASG01748,STU00350,Database Management,11,10,90.91,93.22
ASG01749,STU00350,Machine Learning,12,5,41.67,42.71
ASG01750,STU00350,Operating Systems,12,11,91.67,79.16
ASG01751,STU00351,Big Data Analytics,11,4,36.36,47.58
ASG01752,STU00351,Computer Networks,11,6,54.55,70.67
ASG01753,STU00351,Database Management,9,3,33.33,81.43
ASG01754,STU00351,Machine Learning,11,9,81.82,47.32
ASG01755,STU00351,Operating Systems,10,9,90.0,75.57
ASG01756,STU00352,Big Data Analytics,12,7,58.33,39.31
ASG01757,STU00352,Computer Networks,8,5,62.5,75.1
ASG01758,STU00352,Database Management,12,7,58.33,63.4
ASG01759,STU00352,Machine Learning,8,3,37.5,48.74
ASG01760,STU00352,Operating Systems,12,7,58.33,98.53
ASG01761,STU00353,Big Data Analytics,8,6,75.0,83.52
ASG01762,STU00353,Computer Networks,9,7,77.78,78.19
ASG01763,STU00353,Database Management,12,4,33.33,73.72
ASG01764,STU00353,Machine Learning,10,4,40.0,63.28
ASG01765,STU00353,Operating Systems,8,7,87.5,59.61
ASG01766,STU00354,Big Data Analytics,8,8,100.0,58.61
ASG01767,STU00354,Computer Networks,9,4,44.44,92.58
ASG01768,STU00354,Database Management,12,6,50.0,71.68
ASG01769,STU00354,Machine Learning,9,5,55.56,56.31
ASG01770,STU00354,Operating Systems,9,3,33.33,71.57
ASG01771,STU00355,Big Data Analytics,8,6,75.0,45.86
ASG01772,STU00355,Computer Networks,11,8,72.73,68.75
ASG01773,STU00355,Database Management,10,8,80.0,68.1
ASG01774,STU00355,Machine Learning,8,5,62.5,46.45
ASG01775,STU00355,Operating Systems,11,5,45.45,89.45
ASG01776,STU00356,Big Data Analytics,11,7,63.64,56.58
ASG01777,STU00356,Computer Networks,9,6,66.67,44.2
ASG01778,STU00356,Database Management,12,10,83.33,40.09
ASG01779,STU00356,Machine Learning,8,3,37.5,83.59
ASG01780,STU00356,Operating Systems,10,4,40.0,50.14
ASG01781,STU00357,Big Data Analytics,8,6,75.0,64.96
ASG01782,STU00357,Computer Networks,9,3,33.33,80.58
ASG01783,STU00357,Database Management,9,4,44.44,97.74
ASG01784,STU00357,Machine Learning,12,9,75.0,82.71
ASG01785,STU00357,Operating Systems,11,8,72.73,75.64
ASG01786,STU00358,Big Data Analytics,8,8,100.0,98.35
ASG01787,STU00358,Computer Networks,9,9,100.0,51.82
ASG01788,STU00358,Database Management,12,12,100.0,84.69
ASG01789,STU00358,Machine Learning,11,8,72.73,43.29
ASG01790,STU00358,Operating Systems,12,11,91.67,53.4
ASG01791,STU00359,Big Data Analytics,12,10,83.33,52.92
ASG01792,STU00359,Computer Networks,10,9,90.0,96.56
ASG01793,STU00359,Database Management,11,6,54.55,57.56
ASG01794,STU00359,Machine Learning,8,3,37.5,63.56
ASG01795,STU00359,Operating Systems,8,6,75.0,68.53
ASG01796,STU00360,Big Data Analytics,10,7,70.0,78.64
ASG01797,STU00360,Computer Networks,9,6,66.67,41.51
ASG01798,STU00360,Database Management,8,7,87.5,39.05
ASG01799,STU00360,Machine Learning,8,5,62.5,70.7
ASG01800,STU00360,Operating Systems,11,10,90.91,39.92
ASG01801,STU00361,Big Data Analytics,8,7,87.5,64.14
ASG01802,STU00361,Computer Networks,11,3,27.27,82.84
ASG01803,STU00361,Database Management,11,9,81.82,95.49
ASG01804,STU00361,Machine Learning,12,8,66.67,50.0
ASG01805,STU00361,Operating Systems,8,8,100.0,49.02
ASG01806,STU00362,Big Data Analytics,12,7,58.33,97.11
ASG01807,STU00362,Computer Networks,10,10,100.0,93.17
ASG01808,STU00362,Database Management,11,5,45.45,96.46
ASG01809,STU00362,Machine Learning,12,7,58.33,99.11
ASG01810,STU00362,Operating Systems,11,7,63.64,74.81
ASG01811,STU00363,Big Data Analytics,11,5,45.45,97.91
ASG01812,STU00363,Computer Networks,10,4,40.0,66.65
ASG01813,STU00363,Database Management,11,10,90.91,59.48
ASG01814,STU00363,Machine Learning,12,7,58.33,85.25
ASG01815,STU00363,Operating Systems,12,12,100.0,87.11
ASG01816,STU00364,Big Data Analytics,12,10,83.33,46.2
ASG01817,STU00364,Computer Networks,12,7,58.33,65.39
ASG01818,STU00364,Database Management,10,3,30.0,75.58
ASG01819,STU00364,Machine Learning,8,6,75.0,86.96
ASG01820,STU00364,Operating Systems,11,5,45.45,56.25
ASG01821,STU00365,Big Data Analytics,8,6,75.0,40.57
ASG01822,STU00365,Computer Networks,11,3,27.27,49.0
ASG01823,STU00365,Database Management,11,3,27.27,80.65
ASG01824,STU00365,Machine Learning,12,11,91.67,56.3
ASG01825,STU00365,Operating Systems,12,8,66.67,66.73
ASG01826,STU00366,Big Data Analytics,12,7,58.33,85.57
ASG01827,STU00366,Computer Networks,9,9,100.0,50.15
ASG01828,STU00366,Database Management,11,7,63.64,68.38
ASG01829,STU00366,Machine Learning,9,3,33.33,88.38
ASG01830,STU00366,Operating Systems,12,7,58.33,63.51
ASG01831,STU00367,Big Data Analytics,8,3,37.5,52.47
ASG01832,STU00367,Computer Networks,10,5,50.0,38.6
ASG01833,STU00367,Database Management,11,6,54.55,75.57
ASG01834,STU00367,Machine Learning,8,5,62.5,67.9
ASG01835,STU00367,Operating Systems,12,12,100.0,86.45
ASG01836,STU00368,Big Data Analytics,10,9,90.0,50.8
ASG01837,STU00368,Computer Networks,11,6,54.55,44.74
ASG01838,STU00368,Database Management,12,9,75.0,68.45
ASG01839,STU00368,Machine Learning,12,9,75.0,36.76
ASG01840,STU00368,Operating Systems,9,3,33.33,52.24
ASG01841,STU00369,Big Data Analytics,10,10,100.0,80.26
ASG01842,STU00369,Computer Networks,10,7,70.0,87.12
ASG01843,STU00369,Database Management,12,6,50.0,99.03
ASG01844,STU00369,Machine Learning,11,8,72.73,40.93
ASG01845,STU00369,Operating Systems,12,8,66.67,82.47
ASG01846,STU00370,Big Data Analytics,10,5,50.0,43.25
ASG01847,STU00370,Computer Networks,8,8,100.0,48.18
ASG01848,STU00370,Database Management,12,7,58.33,57.81
ASG01849,STU00370,Machine Learning,10,6,60.0,42.56
ASG01850,STU00370,Operating Systems,12,6,50.0,62.56
ASG01851,STU00371,Big Data Analytics,9,8,88.89,96.0
ASG01852,STU00371,Computer Networks,9,3,33.33,35.15
ASG01853,STU00371,Database Management,10,7,70.0,62.47
ASG01854,STU00371,Machine Learning,8,3,37.5,85.66
ASG01855,STU00371,Operating Systems,12,11,91.67,66.59
ASG01856,STU00372,Big Data Analytics,12,8,66.67,38.97
ASG01857,STU00372,Computer Networks,11,9,81.82,67.42
ASG01858,STU00372,Database Management,9,3,33.33,92.23
