student_id,avg_attendance,attended_classes,total_classes,assignment_completion_percentage,avg_assignment_completion,avg_assignment_score,submitted_assignments,total_assignments,internal_marks,avg_internal_marks,avg_midterm_marks,avg_final_exam_marks,avg_total_marks,previous_gpa,study_hours_per_day,total_study_hours,total_sleep_hours,total_library_hours,total_self_study_hours,total_distraction_hours,total_practice_questions,avg_study_consistency,total_logins,total_video_minutes,total_resources_viewed,total_quiz_attempts,total_forum_posts,total_session_minutes,risk_level
STU00410,64.01,130,202,36.97,36.97,66.01,20,54,58.92,31.4,21.8,24.4,77.6,8.64,6.65,31.8,74.8,24.63,34.11,20.29,224,7.3,84,1852,159,46,48,2381,Low
STU00411,73.4,162,222,69.28,69.28,68.54,33,47,61.85,31.4,20.8,23.6,75.8,6.91,4.85,29.24,64.17,27.12,25.7,24.76,231,5.6,92,2031,160,50,60,1674,Medium
STU00412,85.95,194,226,72.22,72.22,72.02,33,46,52.67,30.2,20.6,24.6,75.4,9.28,4.81,46.69,62.11,28.38,37.6,25.66,179,4.9,75,1813,122,51,51,1807,Medium
STU00413,68.85,154,224,61.61,61.61,60.19,32,52,58.91,28.0,20.2,24.4,72.6,6.27,7.3,48.35,67.08,30.46,31.59,24.39,297,4.4,72,1457,147,47,50,2343,Medium
STU00414,83.52,172,205,50.42,50.42,61.1,26,52,57.33,28.0,21.8,24.6,74.4,4.78,3.52,43.49,67.73,31.9,33.87,25.16,269,7.4,94,1836,147,44,50,2778,High
STU00415,65.52,128,195,69.82,69.82,52.56,37,53,62.34,24.8,21.0,24.6,70.4,4.59,7.96,51.77,65.82,28.79,27.17,23.06,237,5.0,102,1558,150,41,45,2467,Medium
STU00416,79.45,175,220,68.17,68.17,63.02,31,46,56.72,30.4,25.0,27.0,82.4,5.8,1.31,35.19,59.24,26.74,32.85,25.43,346,5.9,79,2009,142,51,57,2969,High
STU00417,68.66,134,194,49.56,49.56,69.0,24,49,59.03,30.6,23.2,23.4,77.2,7.24,2.31,45.86,66.79,24.91,33.84,33.92,225,6.8,89,1954,177,55,58,2471,Medium
STU00418,81.37,172,210,77.5,77.5,58.25,38,49,75.23,32.0,25.6,24.2,81.8,6.04,6.21,29.17,69.54,30.99,31.81,23.22,279,5.9,86,1415,136,50,69,2272,Low
STU00419,72.31,147,201,79.14,79.14,60.01,35,44,51.37,29.6,21.4,22.6,73.6,7.57,5.88,42.24,66.36,28.22,29.67,28.25,189,5.8,89,1896,110,60,52,2783,High
STU00420,80.86,179,218,59.02,59.02,69.65,27,44,55.6,28.6,21.0,26.6,76.2,6.64,2.29,40.0,67.7,19.06,34.39,16.06,370,5.2,71,2338,118,51,50,1943,Medium
STU00421,73.93,165,224,53.79,53.79,67.45,29,53,52.37,26.0,21.4,24.6,72.0,9.33,3.98,38.56,62.8,22.48,26.33,28.83,300,4.4,82,2009,176,49,51,2572,Medium
STU00422,69.77,152,218,61.67,61.67,53.71,32,51,56.88,32.6,20.0,25.4,78.0,5.74,5.74,43.32,65.19,19.02,38.94,33.8,186,6.4,65,1990,176,41,49,2361,Medium
STU00423,73.14,148,206,59.33,59.33,51.17,28,49,55.45,28.2,23.0,26.2,77.4,8.95,4.4,39.9,61.82,22.37,35.1,32.73,243,5.5,91,1842,121,38,52,2887,Medium
STU00424,82.49,179,216,74.2,74.2,52.81,34,47,39.88,28.6,26.0,25.6,80.2,5.63,1.34,58.18,66.81,23.59,32.6,30.73,213,4.6,91,1712,125,38,56,2451,High
STU00425,76.92,172,226,60.11,60.11,62.42,29,49,52.53,30.4,20.4,24.8,75.6,8.68,3.64,42.94,63.91,26.44,37.14,27.89,245,7.1,72,1954,140,54,39,1968,Medium
STU00426,73.75,168,228,72.22,72.22,49.51,36,49,47.09,32.2,23.6,26.0,81.8,9.78,2.06,35.32,67.27,15.14,37.15,19.83,291,6.1,105,1385,164,50,41,2488,Medium
STU00427,69.64,144,209,56.39,56.39,62.4,30,53,50.21,29.2,19.8,25.0,74.0,9.81,3.29,45.16,69.49,23.98,34.85,15.89,257,5.7,63,1984,151,47,45,2099,Medium
STU00428,76.01,170,223,64.46,64.46,62.89,31,48,54.54,30.6,23.8,24.4,78.8,5.09,6.69,36.17,71.05,31.6,34.46,30.75,315,5.8,80,1423,152,55,54,2063,Medium
STU00429,65.18,156,239,63.33,63.33,90.4,30,48,69.59,28.8,25.0,24.6,78.4,8.59,5.35,36.78,70.01,25.49,35.87,12.48,226,7.5,71,1618,157,50,34,2466,Medium
STU00430,75.94,155,203,57.73,57.73,70.32,30,53,54.83,31.4,20.2,24.2,75.8,6.51,1.49,46.38,62.24,26.28,26.32,29.62,345,7.1,78,1696,172,48,41,2208,High
STU00431,72.85,162,221,76.36,76.36,67.28,36,48,69.34,32.2,21.8,24.0,78.0,6.85,6.28,44.3,68.25,21.24,34.28,24.05,214,5.5,63,2154,159,54,57,2919,Medium
STU00432,74.77,149,199,71.67,71.67,66.6,35,50,74.41,32.4,22.8,21.8,77.0,9.26,5.4,37.61,63.54,19.16,37.88,22.72,350,6.2,83,1971,152,50,42,2389,Low
STU00433,79.12,159,203,72.48,72.48,63.28,40,55,60.81,32.4,23.4,25.6,81.4,8.84,2.48,41.83,68.59,24.63,24.44,23.06,201,5.5,88,1867,153,70,48,2574,Medium
STU00434,79.2,177,223,63.05,63.05,75.87,34,53,68.14,30.4,22.2,28.0,80.6,6.9,3.87,48.73,67.24,26.23,32.4,22.71,331,5.2,83,1942,164,38,52,2590,Medium
STU00435,59.69,121,201,66.99,66.99,58.52,35,51,57.14,24.2,24.2,26.0,74.4,8.04,6.97,42.12,61.74,30.32,30.51,28.47,225,4.8,83,1744,156,48,44,2427,Low
STU00436,79.97,173,218,59.7,59.7,67.63,32,55,82.92,28.6,22.4,22.6,73.6,9.99,7.43,49.14,64.92,26.97,34.13,21.73,315,6.3,78,1770,123,55,66,2392,Low
STU00437,65.54,133,206,85.05,85.05,56.73,44,51,73.98,32.4,23.8,26.6,82.8,9.44,5.94,43.47,68.68,21.2,28.71,23.79,272,5.9,52,1769,173,57,54,1919,Low
STU00438,81.65,172,211,61.0,61.0,61.28,33,54,43.31,35.6,23.8,25.8,85.2,9.33,2.51,36.15,71.43,24.61,30.91,33.49,260,7.3,79,2212,157,58,41,1794,High
STU00439,81.7,167,205,59.77,59.77,65.69,28,49,52.95,30.4,23.8,26.0,80.2,4.54,5.69,44.44,64.38,21.67,36.04,24.01,174,4.5,66,1879,142,57,43,2483,High
STU00440,69.89,144,205,71.48,71.48,83.94,34,48,64.45,31.0,22.8,23.2,77.0,5.27,3.64,38.35,61.7,21.39,41.32,28.4,365,6.4,63,1828,152,28,59,2448,Medium
STU00441,70.57,139,197,71.11,71.11,67.37,35,50,79.18,27.6,18.2,23.8,69.6,8.91,7.42,51.54,71.55,30.75,34.14,32.76,234,6.3,80,1634,164,46,48,2835,Low
STU00442,78.84,167,209,71.51,71.51,74.91,37,51,58.65,36.4,22.8,23.8,83.0,8.66,4.6,49.6,67.06,26.31,27.32,20.56,272,6.0,70,1658,138,51,62,2331,Low
STU00443,78.6,160,200,69.94,69.94,85.04,39,56,29.2,25.8,19.4,25.0,70.2,5.01,1.17,52.8,69.01,20.93,39.29,26.03,224,6.1,82,1578,184,42,64,2685,High
STU00444,69.53,141,206,57.78,57.78,65.29,31,53,63.23,32.6,23.6,23.4,79.6,9.51,7.58,46.58,64.51,19.61,33.9,20.53,212,5.4,93,1430,151,52,45,2695,Low
STU00445,70.1,147,207,67.24,67.24,74.71,36,54,57.65,24.8,22.6,26.4,73.8,4.67,1.57,42.26,60.61,26.58,32.53,26.54,194,6.2,98,1943,137,44,55,2657,High
STU00446,73.49,159,216,76.16,76.16,70.71,37,48,52.0,25.2,22.8,26.6,74.6,5.97,1.04,42.11,68.84,23.36,19.04,31.41,214,6.7,93,1675,153,39,53,3039,High
STU00447,73.44,166,226,65.94,65.94,48.29,33,51,70.01,25.0,19.2,27.0,71.2,9.88,6.63,39.89,69.22,28.81,30.23,29.98,157,4.8,79,1978,145,58,43,2358,Low
STU00448,72.33,145,202,66.0,66.0,70.41,32,48,63.29,34.6,22.6,26.4,83.6,9.58,4.54,40.62,66.22,23.6,29.46,24.19,240,4.7,88,2223,163,54,56,2305,Medium
STU00449,86.36,185,211,67.71,67.71,75.11,36,53,77.63,34.8,25.2,23.8,83.8,7.76,7.6,49.12,63.98,14.44,27.64,21.64,337,5.3,83,2070,177,63,38,2340,Low
STU00450,74.79,164,219,54.78,54.78,79.87,26,48,56.8,26.6,20.8,24.6,72.0,5.84,3.81,50.03,65.95,21.59,28.36,12.92,259,4.9,89,1740,161,61,41,2651,Medium
STU00451,70.8,164,230,87.33,87.33,76.71,41,47,52.98,33.0,20.6,25.8,79.4,5.93,3.6,45.59,66.06,24.92,32.52,22.82,258,5.6,69,1834,112,46,64,2281,High
STU00452,64.12,138,215,64.13,64.13,66.26,34,52,61.66,32.8,23.0,24.0,79.8,9.5,4.97,41.96,71.51,29.14,32.63,33.5,306,4.2,78,1809,141,48,54,2429,Low
STU00453,75.06,156,207,74.55,74.55,71.5,38,51,79.06,27.0,22.2,24.0,73.2,7.87,6.76,42.34,68.37,24.84,22.78,28.95,315,5.4,81,1900,157,59,47,2281,Low
STU00454,66.79,139,210,69.27,69.27,73.57,34,50,45.53,33.6,19.8,25.6,79.0,5.91,5.21,49.86,71.18,20.84,37.86,24.31,244,5.9,72,1536,143,43,40,2436,High
STU00455,79.21,162,203,71.09,71.09,76.83,32,46,60.3,32.2,21.4,24.4,78.0,6.97,5.57,36.35,60.28,20.17,32.27,21.78,288,4.5,55,1882,152,51,41,2396,Medium
STU00456,77.18,161,207,66.17,66.17,66.16,31,47,61.29,30.4,22.2,23.6,76.2,8.02,4.88,41.02,70.33,29.21,28.9,17.86,275,5.8,77,2231,129,48,48,2845,Low
STU00457,81.68,182,224,69.14,69.14,60.02,31,44,61.44,26.4,24.8,23.4,74.6,4.69,4.76,50.29,66.62,22.0,20.21,27.79,343,6.1,95,1946,158,53,52,2341,High
STU00458,73.22,150,203,69.29,69.29,65.23,36,52,54.97,32.8,26.8,26.4,86.0,7.84,3.56,38.79,70.15,25.39,34.86,26.38,231,4.5,79,1611,136,55,46,2343,Medium
STU00459,85.03,189,222,65.83,65.83,55.34,32,47,69.77,29.6,25.2,24.8,79.6,5.2,4.83,31.28,66.61,24.88,32.4,17.84,304,4.7,89,1782,133,41,48,2466,Medium
STU00460,76.44,158,212,75.05,75.05,55.92,39,53,34.13,32.0,25.0,27.4,84.4,6.05,1.59,35.68,70.16,28.36,37.12,21.46,276,4.8,65,1940,132,57,43,2795,High
STU00461,81.02,189,232,62.45,62.45,62.28,28,44,67.03,29.6,25.8,23.2,78.6,7.64,4.14,32.89,73.15,24.06,39.66,24.32,238,6.5,88,1979,139,40,54,2049,Medium
STU00462,74.7,159,214,77.44,77.44,67.48,35,47,84.21,30.0,22.4,25.4,77.8,9.34,6.74,43.88,62.96,33.34,24.98,26.96,304,6.8,78,1654,160,61,55,2499,Low
STU00463,71.97,166,232,66.18,66.18,69.23,30,45,80.28,27.0,22.0,25.4,74.4,9.61,7.7,32.92,67.45,24.54,30.26,27.5,259,5.5,70,1770,167,37,39,2193,Low
STU00464,66.69,145,219,68.09,68.09,76.2,37,54,57.66,31.2,25.0,23.4,79.6,9.2,2.62,45.36,68.31,29.32,30.79,29.33,218,5.7,71,2058,123,34,62,2565,Medium
STU00465,80.06,177,221,79.98,79.98,65.06,42,52,55.54,30.8,21.2,23.8,75.8,7.82,4.92,38.35,65.95,26.85,26.15,26.09,209,4.8,95,2007,135,59,48,2906,High
STU00466,79.79,174,221,73.71,73.71,64.61,33,47,56.06,28.0,24.2,25.4,77.6,9.8,3.16,36.48,62.26,26.35,36.99,21.39,183,6.4,110,1786,137,42,40,2423,Low
STU00467,71.97,145,202,65.82,65.82,72.37,35,53,37.07,30.8,22.4,25.4,78.6,5.15,2.9,36.0,64.82,26.41,38.06,27.76,154,5.9,91,1707,141,45,59,2354,High
STU00468,67.76,146,214,65.89,65.89,73.35,29,45,51.59,33.0,22.8,25.6,81.4,8.57,3.98,52.7,75.11,27.83,42.94,27.91,226,5.6,60,1994,112,51,46,2776,Medium
STU00469,91.09,173,189,62.78,62.78,54.76,29,49,48.2,31.0,25.8,26.4,83.2,6.86,1.58,40.57,69.95,26.51,30.59,27.89,243,6.7,41,1990,147,42,47,2646,High
STU00470,67.13,139,204,56.51,56.51,69.75,30,52,54.05,28.2,24.8,24.8,77.8,9.58,3.38,41.85,61.01,28.36,34.44,20.97,197,6.1,106,1728,131,37,53,2153,High
STU00471,76.42,164,212,73.25,73.25,64.62,36,50,40.94,34.4,20.6,26.2,81.2,6.5,2.35,41.62,74.88,28.24,29.08,28.49,232,4.6,85,1691,173,62,41,2726,High
STU00472,78.06,177,225,56.98,56.98,56.25,28,49,64.72,31.6,19.8,25.8,77.2,5.3,7.73,36.46,68.82,25.82,32.01,29.69,237,5.6,96,1805,130,53,49,1926,Low
STU00473,74.38,162,216,61.09,61.09,58.45,29,49,62.99,27.2,23.2,22.0,72.4,8.98,4.2,39.17,65.1,22.95,27.35,22.68,240,4.3,74,1550,183,32,44,2737,Medium
STU00474,72.47,160,221,58.73,58.73,66.22,30,52,42.16,28.6,25.0,24.8,78.4,5.15,3.24,37.92,69.08,21.44,34.67,23.27,241,5.9,82,1960,111,66,55,2130,High
STU00475,71.62,158,221,63.61,63.61,77.32,32,49,57.08,29.0,25.0,24.6,78.6,6.46,7.88,44.26,69.4,21.0,22.46,23.27,329,6.8,78,1945,131,48,60,2438,Medium
STU00476,76.24,156,200,64.33,64.33,80.98,34,53,62.09,32.8,27.4,26.8,87.0,4.61,4.29,41.66,68.29,26.39,28.79,19.92,331,4.8,76,1852,126,47,51,2660,High
STU00477,75.59,158,207,44.69,44.69,68.61,22,51,54.7,31.6,25.2,25.4,82.2,8.66,4.21,39.92,63.84,23.54,26.92,20.58,269,4.7,99,2161,163,43,45,1853,High
STU00478,68.26,146,214,67.78,67.78,65.69,35,51,46.33,33.4,27.8,25.2,86.4,6.05,3.92,33.38,65.48,31.03,38.81,26.22,282,5.2,86,1715,126,51,41,2997,High
STU00479,79.39,173,217,69.83,69.83,65.37,33,49,74.69,26.4,21.8,24.8,73.0,8.59,7.63,41.04,68.95,23.44,30.43,20.91,223,5.5,70,1708,162,38,39,2728,Low
STU00480,84.63,191,223,69.09,69.09,71.25,38,55,55.93,31.0,22.0,23.4,76.4,7.97,2.54,42.7,66.68,25.92,31.09,26.08,168,5.7,91,1817,177,27,60,2678,Medium
STU00481,76.15,174,229,63.3,63.3,59.21,35,56,57.94,29.8,21.4,24.4,75.6,8.62,1.49,29.33,68.53,29.66,31.95,28.38,253,6.0,81,2105,128,40,50,2321,High
STU00482,67.12,141,214,74.67,74.67,62.98,36,50,69.15,36.8,20.4,25.4,82.6,8.12,5.15,34.9,63.33,23.85,36.71,26.48,245,5.7,77,1726,186,54,43,2725,Medium
STU00483,77.05,166,213,82.55,82.55,71.32,41,50,68.7,29.0,23.6,27.0,79.6,7.26,7.13,42.92,68.79,22.74,34.42,28.05,260,5.1,73,1638,177,65,60,2244,Low
STU00484,68.28,146,213,54.86,54.86,55.83,27,51,62.68,25.6,22.8,26.6,75.0,7.29,6.82,32.79,72.14,23.52,25.37,21.52,298,4.9,75,1694,152,54,43,2717,Medium
STU00485,63.97,133,206,74.55,74.55,56.33,39,52,56.65,32.2,23.6,25.4,81.2,7.88,2.15,51.96,62.81,24.49,25.87,25.99,248,5.5,82,2143,113,47,57,3023,Medium
STU00486,75.87,142,189,82.06,82.06,57.32,37,45,62.66,30.6,19.4,23.6,73.6,8.69,7.89,37.5,67.02,23.21,30.3,21.55,274,5.2,94,1836,127,43,51,2519,Low
STU00487,60.58,132,217,75.68,75.68,70.57,40,53,41.3,29.8,24.0,26.4,80.2,7.99,1.45,36.14,65.7,29.29,37.69,23.54,226,6.2,77,1674,155,56,57,2144,High
STU00488,72.64,151,207,59.44,59.44,73.33,32,54,73.68,31.6,22.6,23.4,77.6,9.82,6.4,32.38,67.84,18.01,26.64,19.0,305,5.3,86,1714,144,58,48,2291,Low
STU00489,60.92,125,206,62.23,62.23,73.04,33,54,71.23,25.8,23.0,24.2,73.0,7.43,7.66,42.34,76.98,26.51,33.87,26.19,252,5.0,61,2052,150,50,48,2765,Low
STU00490,68.19,138,205,59.66,59.66,65.84,29,50,59.62,26.6,22.0,26.6,75.2,5.13,5.35,48.93,67.27,18.14,29.31,25.46,265,6.4,74,1810,158,40,43,2347,Medium
STU00491,66.57,137,205,53.94,53.94,71.37,31,57,55.16,34.8,19.2,26.2,80.2,5.31,7.55,43.88,64.55,32.54,29.59,20.88,204,5.4,75,1953,134,56,54,2391,Medium
STU00492,71.29,145,206,73.03,73.03,63.27,37,49,52.76,28.2,23.0,25.2,76.4,5.06,4.64,51.72,71.28,29.31,26.53,25.76,352,4.4,96,1739,178,68,53,2303,High
STU00493,80.79,183,223,54.4,54.4,76.57,26,49,56.33,29.2,25.8,25.4,80.4,6.64,3.85,29.67,66.17,27.27,35.1,32.85,227,4.9,65,1977,154,58,40,2468,High
STU00494,72.89,160,223,48.12,48.12,66.86,25,52,44.68,28.2,21.0,23.0,72.2,7.57,1.37,30.61,71.17,25.83,32.35,25.65,209,4.2,93,1445,182,45,49,2632,High
STU00495,60.51,132,218,80.06,80.06,64.25,37,46,58.43,29.8,21.4,26.0,77.2,9.01,2.93,47.71,63.56,15.65,28.89,25.66,231,6.0,95,1928,152,54,42,2024,High
STU00496,77.37,168,217,45.8,45.8,61.76,22,48,48.14,30.4,20.0,22.0,72.4,6.57,2.57,37.92,69.4,20.73,36.28,24.81,310,4.0,58,2506,154,47,43,2694,High
STU00497,85.82,187,216,63.17,63.17,61.14,30,48,42.58,28.8,25.2,27.0,81.0,8.2,1.96,37.18,69.76,23.79,26.45,21.26,237,5.0,80,1626,195,52,58,2408,High
STU00498,80.06,179,222,54.72,54.72,71.35,25,48,56.4,35.8,23.2,25.4,84.4,6.5,6.74,32.34,72.24,20.68,37.18,20.93,184,6.0,88,1999,168,46,43,2093,Medium
STU00499,72.74,158,217,72.33,72.33,57.31,35,50,41.16,31.4,22.2,27.2,80.8,8.79,1.03,55.42,64.29,20.02,36.7,15.1,283,5.0,91,1478,120,48,48,2017,High
STU00500,74.84,163,218,70.0,70.0,65.12,33,49,34.36,32.4,25.2,24.2,81.8,4.82,2.11,41.55,62.73,24.18,35.57,36.86,238,5.6,85,2134,147,45,49,2708,High
